County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c,pct_less_hs,pct_hs,pct_some_college,pct_college,crime_per_10k,unemployment_rate_2019,median_household_income_2019
Montmorency County,MI,26119,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$26.81,$34.26,$44.83,$21.04,$24.76,$28.38,$30.55,$10.52,$14.79,$19.01,$22.51,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,13.1,42.9,30.3,13.7,58.82,8.2,40126
"Muskegon, MI",MI,26121,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.30,$28.55,$37.25,$48.80,$21.39,$25.24,$28.86,$30.74,$10.62,$15.66,$20.51,$24.49,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,8.7,34,37.5,19.7,267.99,4.2,50730
Muskegon County,MI,26121,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.30,$28.55,$37.25,$48.80,$21.39,$25.24,$28.86,$30.74,$10.70,$15.66,$20.51,$24.49,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,8.7,34,37.5,19.7,267.99,4.2,50730
Newaygo County,MI,26123,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$27.78,$36.19,$47.19,$21.02,$24.76,$28.38,$30.00,$10.51,$15.28,$19.98,$23.69,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,11.9,40.4,31.1,16.6,306.2,4.1,51772
Oakland County,MI,26125,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.78,$33.62,$46.01,$61.58,$22.60,$26.62,$30.25,$32.46,$11.30,$18.20,$24.89,$30.88,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,5.9,18.6,28.3,47.2,113.22,3.5,81257
Oceana County,MI,26127,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$26.97,$34.58,$45.08,$21.02,$24.76,$28.38,$30.32,$10.51,$14.87,$19.17,$22.63,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,12.8,36.3,31.4,19.5,293.15,5.8,52319
Ogemaw County,MI,26129,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.15,$26.54,$33.71,$43.60,$21.62,$24.76,$28.38,$30.13,$10.81,$14.66,$18.74,$21.89,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,14.1,38.2,35.5,12.2,334.33,6.5,41347
Ontonagon County,MI,26131,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$26.43,$33.48,$43.40,$21.57,$24.76,$28.38,$30.28,$10.78,$14.60,$18.63,$21.79,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,7.5,43.4,32.6,16.5,54.68,6.7,45531
Oscoda County,MI,26133,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$26.58,$33.79,$44.17,$21.37,$24.76,$28.38,$30.59,$10.68,$14.67,$18.78,$22.18,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,11.3,43.8,30.7,14.2,290.6,4,47343
Osceola County,MI,26133,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$27.64,$35.91,$46.57,$21.24,$24.76,$28.38,$29.80,$10.62,$15.20,$19.84,$23.38,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,11.3,43.8,30.7,14.2,290.6,4,47343
Oscoda County,MI,26135,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$26.58,$33.79,$44.17,$21.37,$24.76,$28.38,$30.59,$10.68,$14.67,$18.78,$22.18,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,16.6,37.4,35.4,10.6,177.7,6.9,44594
Osceola County,MI,26135,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$27.64,$35.91,$46.57,$21.24,$24.76,$28.38,$29.80,$10.62,$15.20,$19.84,$23.38,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,16.6,37.4,35.4,10.6,177.7,6.9,44594
Otsego County,MI,26137,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.10,$29.23,$38.61,$51.03,$21.42,$25.24,$28.86,$30.94,$10.71,$16.00,$21.19,$25.61,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,8,33.1,35.4,23.6,228.65,4.9,52392
Ottawa County,MI,26139,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.31,$29.75,$39.26,$52.36,$22.39,$25.63,$29.26,$31.88,$11.20,$16.26,$21.52,$26.27,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,7,28.2,30.7,34.1,150.12,2.7,69827
Presque Isle County,MI,26141,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$26.81,$34.24,$44.89,$21.57,$24.76,$28.38,$30.62,$10.78,$14.79,$19.01,$22.54,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,10.4,38.2,33.5,17.9,105.25,7.4,47339
Roscommon County,MI,26143,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.34,$26.68,$33.98,$44.19,$21.29,$24.76,$28.38,$30.32,$10.65,$14.72,$18.88,$22.19,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,10.1,38.4,36.1,15.5,90.93,7.3,42546
"Saginaw, MI",MI,26145,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.83,$29.24,$38.69,$50.74,$21.46,$25.18,$28.81,$30.45,$10.38,$16.00,$21.23,$25.46,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,10.6,33.3,35.3,20.8,242.8,4.7,48471
Saginaw County,MI,26145,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.83,$29.24,$38.69,$50.74,$21.46,$25.18,$28.81,$30.45,$10.73,$16.00,$21.23,$25.46,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,10.6,33.3,35.3,20.8,242.8,4.7,48471
St. Clair County,MI,26147,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.78,$30.39,$39.55,$51.90,$22.60,$26.62,$30.25,$32.46,$11.30,$16.58,$21.66,$26.04,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,9.2,34,38.1,18.6,162.99,5,60208
St. Joseph County,MI,26149,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$27.01,$34.65,$44.77,$21.06,$24.76,$28.38,$29.90,$10.53,$14.89,$19.21,$22.48,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,13,36.6,34.3,16.2,251.73,4.1,54024
Sanilac County,MI,26151,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.05,$28.06,$36.75,$47.99,$21.02,$24.76,$28.38,$29.96,$10.51,$15.42,$20.26,$24.09,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,11.6,41.2,33,14.2,37.46,4.6,49917
Schoolcraft County,MI,26153,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.77,$41.74,$64.11,$88.87,$21.02,$24.76,$28.38,$29.80,$10.51,$22.26,$33.94,$44.53,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,9.4,44.1,30.9,15.6,165.02,6.9,50256
Shiawassee County,MI,26155,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.07,$30.07,$40.76,$54.42,$21.02,$24.76,$28.38,$30.37,$10.51,$16.42,$22.27,$27.30,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,7.8,37.3,37.9,17,228.16,4.2,55633
Tuscola County,MI,26157,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.55,$27.40,$35.42,$46.33,$21.31,$24.76,$28.38,$30.30,$10.66,$15.08,$19.60,$23.26,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,10.7,42.4,33.5,13.5,168.66,5,52342
Van Buren County,MI,26159,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$29.10,$37.93,$50.02,$21.99,$25.65,$29.27,$31.55,$10.99,$15.93,$20.85,$25.10,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,12.9,31.3,34.1,21.7,373.55,4.4,58733
Washtenaw County,MI,26161,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.62,$36.11,$49.94,$67.19,$23.70,$27.66,$31.28,$33.72,$11.85,$19.44,$26.86,$33.69,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,4.7,14.6,24.7,55.9,116.95,2.8,76728
Wayne County,MI,26163,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.78,$32.87,$44.51,$59.33,$22.60,$26.62,$30.25,$32.46,$11.30,$17.82,$24.14,$29.76,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,13.5,30.1,32.5,23.9,192.92,5.2,50753
Wexford County,MI,26165,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$12.86,$27.26,$35.02,$45.20,$21.13,$24.89,$28.52,$29.97,$10.56,$15.02,$19.40,$22.69,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,10.4,36.4,34.9,18.2,365.97,4.4,53146
Wilkin County,MN,27001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$27.66,$33.93,$44.53,$22.89,$26.97,$30.73,$33.22,$11.44,$15.26,$18.92,$22.36,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,8.8,36.9,36.3,18.1,143.37,6,51936
Aitkin County,MN,27001,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.11,$29.17,$36.55,$47.66,$23.03,$27.37,$31.12,$32.97,$11.52,$16.02,$20.63,$23.93,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,8.8,36.9,36.3,18.1,143.37,6,51936
Anoka County,MN,27003,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$33.33,$42.43,$55.75,$25.87,$30.63,$34.38,$38.27,$12.93,$18.10,$23.19,$27.97,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6,27.9,35.6,30.5,144.82,3,83363
Meeker County,MN,27005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.65,$28.65,$35.39,$45.59,$23.12,$27.49,$31.24,$32.83,$11.56,$15.76,$20.05,$22.89,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6.9,31.6,36.6,25,227.35,3.9,61311
Becker County,MN,27005,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.56,$28.45,$35.19,$45.83,$23.29,$27.28,$31.03,$33.07,$11.64,$15.66,$19.95,$23.01,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6.9,31.6,36.6,25,227.35,3.9,61311
Beltrami County,MN,27007,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.70,$28.72,$35.47,$46.11,$23.18,$27.56,$31.31,$33.34,$11.59,$15.79,$20.09,$23.15,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.9,27.8,35.2,29.2,605.96,4.2,54638
Benton County,MN,27009,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.34,$28.80,$35.54,$46.87,$23.57,$27.63,$31.38,$34.10,$11.79,$15.83,$20.12,$23.53,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,8.3,29.9,38.3,23.6,148.6,3.8,63395
Big Stone County,MN,27011,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$28.14,$34.88,$45.77,$22.73,$26.97,$30.73,$33.01,$11.37,$15.50,$19.39,$22.98,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.4,45,32.3,15.4,155.71,4.1,52692
Blue Earth County,MN,27013,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.39,$29.64,$36.39,$47.97,$23.92,$28.48,$32.23,$35.18,$11.96,$16.25,$20.55,$24.08,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,5.5,26.5,33.2,34.8,395.72,2.7,60408
Brown County,MN,27015,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.32,$28.14,$34.88,$44.95,$22.96,$26.97,$30.73,$32.20,$11.48,$15.50,$19.39,$22.57,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6.5,36.1,35.2,22.2,104.12,3.5,62904
Carlton County,MN,27017,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.31,$29.52,$36.90,$48.07,$23.32,$27.72,$31.47,$33.38,$11.66,$16.19,$20.81,$24.13,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6,32.1,39.7,22.1,68.96,4.4,65749
Carver County,MN,27019,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$33.33,$42.43,$55.75,$25.87,$30.63,$34.38,$38.27,$12.93,$18.10,$23.19,$27.97,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,3.9,18.2,29,48.9,116.12,2.7,101891
Cass County,MN,27021,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.59,$28.55,$35.29,$45.46,$23.05,$27.38,$31.14,$32.71,$11.52,$15.71,$20.00,$22.83,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.8,32.3,36.7,23.2,326.81,5.4,54267
Chippewa County,MN,27023,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.48,$27.66,$33.93,$44.53,$22.97,$26.97,$30.73,$33.22,$11.48,$15.26,$18.92,$22.36,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,10.6,34.1,36.3,19,58.96,3.8,54984
Chisago County,MN,27025,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$32.43,$40.61,$53.02,$25.87,$30.63,$34.38,$38.27,$12.93,$17.65,$22.28,$26.60,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,5.4,33.8,39.4,21.5,140,3.7,84811
Clay County,MN,27027,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.97,$29.65,$37.03,$49.19,$23.71,$27.85,$31.60,$34.48,$11.86,$16.26,$20.88,$24.69,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,5.1,23.7,37,34.2,284.83,3,64874
Clearwater County,MN,27029,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.86,$28.14,$34.88,$45.77,$22.73,$26.97,$30.73,$33.01,$11.37,$15.50,$19.39,$22.98,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,13.9,34.9,34.2,17.1,96.53,8.1,54896
Cook County,MN,27031,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$29.68,$37.96,$50.07,$23.36,$26.97,$30.73,$32.65,$11.68,$16.27,$21.35,$25.13,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,2.9,24,32.7,40.4,96.08,4.2,58664
Cottonwood County,MN,27033,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$28.14,$34.88,$45.18,$22.73,$26.97,$30.73,$32.42,$11.37,$15.50,$19.39,$22.69,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,10.6,36,33.4,20,160.01,3.6,53725
Crow Wing County,MN,27035,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.90,$29.03,$35.77,$46.39,$23.41,$27.86,$31.62,$33.63,$11.71,$15.95,$20.24,$23.29,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,5.9,29.9,39.5,24.7,263.02,4.2,60384
Dakota County,MN,27037,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$33.33,$42.43,$55.75,$25.87,$30.63,$34.38,$38.27,$12.93,$18.10,$23.19,$27.97,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,4.9,20.4,32.4,42.2,172.31,2.8,89075
Dodge County,MN,27039,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.79,$30.98,$38.36,$50.76,$24.45,$29.18,$32.93,$36.04,$12.23,$16.92,$21.55,$25.48,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,5.1,33.3,35.9,25.7,153.84,3.3,86436
Douglas County,MN,27041,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.77,$28.83,$35.58,$46.28,$23.26,$27.67,$31.42,$33.52,$11.63,$15.85,$20.14,$23.24,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,4.9,29.1,40,26,244.07,3.1,67592
Faribault County,MN,27043,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$27.66,$33.93,$43.91,$22.73,$26.97,$30.73,$32.60,$11.37,$15.26,$18.92,$22.05,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.4,37.7,36.3,18.6,136.33,4,54193
Fillmore County,MN,27045,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.34,$28.78,$36.16,$47.61,$22.73,$26.97,$30.73,$32.92,$11.37,$15.82,$20.44,$23.90,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,9,34.1,34.7,22.2,17.58,3.2,62716
Freeborn County,MN,27047,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.43,$28.31,$35.05,$45.25,$22.87,$27.14,$30.89,$32.50,$11.43,$15.59,$19.48,$22.72,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,11.2,35,36.6,17.1,255.19,3.4,56716
Goodhue County,MN,27049,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.24,$29.28,$36.66,$48.01,$23.13,$27.48,$31.23,$33.32,$11.56,$16.07,$20.69,$24.10,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,5.6,32.8,35.5,26,224.09,3,71497
Grant County,MN,27051,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$28.14,$34.88,$45.98,$23.30,$26.97,$30.73,$33.22,$11.65,$15.50,$19.39,$23.09,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.1,33.3,40.8,18.8,4.99,4.3,55247
Hennepin County,MN,27053,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$33.33,$42.43,$55.75,$25.87,$30.63,$34.38,$38.27,$12.93,$18.10,$23.19,$27.97,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6.7,16.4,26.9,50.1,241.81,2.7,82323
Houston County,MN,27055,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.86,$28.98,$35.72,$46.88,$23.37,$27.81,$31.57,$34.11,$11.69,$15.92,$20.22,$23.54,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,4.9,34.2,36.1,24.8,236.92,3.1,64920
Hubbard County,MN,27057,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.89,$28.19,$34.93,$45.83,$22.77,$27.03,$30.78,$33.07,$11.39,$15.53,$19.42,$23.01,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7,31.2,34.4,27.4,349.43,5.3,56064
Isanti County,MN,27059,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$15.91,$32.43,$40.61,$53.02,$25.87,$30.63,$34.38,$38.27,$12.93,$17.65,$22.28,$26.60,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.5,34.6,39.4,18.5,161.1,3.9,77963
Itasca County,MN,27061,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$14.31,$29.38,$36.76,$47.64,$23.19,$27.58,$31.33,$32.95,$11.60,$16.12,$20.74,$23.92,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,6,30,41,23.1,112.15,5.8,58660
Jackson County,MN,27063,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,$13.36,$27.66,$33.93,$43.52,$22.81,$26.97,$30.73,$32.21,$11.40,$15.26,$18.92,$21.85,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,7.3,32.7,37.4,22.6,54.83,3.4,57915
