,State,County,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c
6219,New York,Livingston County,$14.55,$29.88,$37.50,$48.20,$23.39,$27.88,$31.57,$33.80,$11.70,$16.39,$20.78,$24.35
6222,New York,Madison County,$14.29,$29.36,$36.97,$47.59,$23.01,$27.36,$31.05,$33.19,$11.51,$16.13,$20.52,$24.04
6225,New York,Monroe County,$14.55,$30.83,$39.58,$51.05,$23.39,$27.88,$31.57,$33.80,$11.70,$16.86,$21.73,$25.77
6228,New York,Montgomery County,$14.49,$28.54,$36.15,$46.53,$22.59,$26.54,$30.23,$32.13,$11.29,$15.72,$20.11,$23.51
6231,New York,Nassau County,$19.11,$41.82,$53.80,$71.08,$29.54,$35.27,$39.16,$43.80,$14.77,$22.36,$28.84,$35.79
6234,New York,New York County,$21.77,$38.35,$47.17,$60.92,$30.20,$34.97,$38.86,$43.14,$15.10,$20.63,$25.52,$30.71
6237,New York,Niagara County,$14.59,$28.95,$36.56,$47.03,$22.87,$26.94,$30.64,$32.64,$11.43,$15.92,$20.31,$23.77
6240,New York,Oneida County,$13.78,$28.56,$36.18,$46.55,$22.22,$26.56,$30.25,$32.15,$11.11,$15.73,$20.12,$23.52
6243,New York,Onondaga County,$14.29,$30.31,$39.06,$50.44,$23.01,$27.36,$31.05,$33.19,$11.51,$16.60,$21.47,$25.47
6246,New York,Ontario County,$14.55,$30.83,$39.58,$51.05,$23.39,$27.88,$31.57,$33.80,$11.70,$16.86,$21.73,$25.77
6249,New York,Orange County,$17.10,$34.78,$44.41,$57.79,$25.83,$30.96,$34.65,$38.11,$12.92,$18.83,$24.15,$29.15
6252,New York,Orleans County,$14.55,$29.88,$37.50,$48.20,$23.39,$27.88,$31.57,$33.80,$11.70,$16.39,$20.78,$24.35
6255,New York,Oswego County,$14.29,$29.36,$36.97,$47.59,$23.01,$27.36,$31.05,$33.19,$11.51,$16.13,$20.52,$24.04
6258,New York,Otsego County,$14.72,$29.16,$36.78,$47.35,$22.82,$27.16,$30.85,$32.95,$11.41,$16.03,$20.42,$23.93
6261,New York,Putnam County,$21.77,$41.52,$53.51,$70.42,$30.20,$34.97,$38.86,$43.14,$15.10,$22.21,$28.69,$35.46
6264,New York,Queens County,$21.77,$38.35,$47.17,$60.92,$30.20,$34.97,$38.86,$43.14,$15.10,$20.63,$25.52,$30.71
6267,New York,Rensselaer County,$15.12,$31.42,$40.18,$51.79,$23.97,$28.47,$32.16,$34.53,$11.99,$17.16,$22.03,$26.15
6270,New York,Richmond County,$21.77,$38.35,$47.17,$60.92,$30.20,$34.97,$38.86,$43.14,$15.10,$20.63,$25.52,$30.71
6273,New York,Rockland County,$21.77,$41.52,$53.51,$70.42,$30.20,$34.97,$38.86,$43.14,$15.10,$22.21,$28.69,$35.46
6276,New York,Saratoga County,$15.12,$32.29,$41.92,$54.40,$23.97,$28.47,$32.16,$34.53,$11.99,$17.59,$22.90,$27.45
6279,New York,Schenectady County,$15.12,$31.42,$40.18,$51.79,$23.97,$28.47,$32.16,$34.53,$11.99,$17.16,$22.03,$26.15
6282,New York,Schoharie County,$15.12,$30.47,$38.28,$48.94,$23.97,$28.47,$32.16,$34.53,$11.99,$16.68,$21.08,$24.72
6285,New York,Schuyler County,$13.90,$28.18,$35.80,$47.02,$22.27,$26.18,$29.87,$32.62,$11.13,$15.54,$19.93,$23.76
6288,New York,Seneca County,$14.64,$28.84,$36.45,$47.35,$22.74,$26.83,$30.53,$32.95,$11.37,$15.86,$20.26,$23.92
6291,New York,Steuben County,$14.28,$28.34,$35.96,$46.81,$22.42,$26.34,$30.03,$32.41,$11.21,$15.62,$20.01,$23.66
6294,New York,St. Lawrence County,$14.23,$28.85,$36.47,$46.91,$22.59,$26.85,$30.54,$32.51,$11.30,$15.87,$20.26,$23.71
6297,New York,Suffolk County,$19.11,$41.82,$53.80,$71.08,$29.54,$35.27,$39.16,$43.80,$14.77,$22.36,$28.84,$35.79
6300,New York,Sullivan County,$14.43,$30.08,$37.89,$48.55,$23.61,$28.08,$31.77,$34.14,$11.81,$16.49,$20.88,$24.52
6303,New York,Tioga County,$14.10,$28.78,$36.39,$47.17,$22.37,$26.78,$30.47,$32.77,$11.18,$15.84,$20.23,$23.84
6306,New York,Tompkins County,$16.36,$32.28,$41.04,$53.12,$24.80,$29.33,$33.02,$35.86,$12.40,$17.59,$22.46,$26.81
6309,New York,Ulster County,$15.44,$33.46,$43.09,$56.22,$24.78,$29.64,$33.33,$36.35,$12.39,$18.18,$23.48,$28.36
6312,New York,Warren County,$14.57,$30.71,$39.47,$51.19,$23.24,$27.76,$31.45,$33.94,$11.62,$16.80,$21.67,$25.85
6315,New York,Washington County,$14.57,$29.76,$37.38,$48.34,$23.24,$27.76,$31.45,$33.94,$11.62,$16.33,$20.72,$24.42
6318,New York,Wayne County,$14.55,$29.88,$37.50,$48.20,$23.39,$27.88,$31.57,$33.80,$11.70,$16.39,$20.78,$24.35
6321,New York,Westchester County,$19.84,$41.69,$53.68,$70.94,$29.67,$35.15,$39.03,$43.65,$14.83,$22.30,$28.78,$35.72
6324,New York,Wyoming County,$13.23,$28.18,$35.80,$46.45,$21.90,$26.18,$29.87,$32.06,$10.95,$15.54,$19.93,$23.48
6327,New York,Yates County,$13.57,$28.45,$36.07,$47.00,$22.44,$26.45,$30.14,$32.60,$11.22,$15.67,$20.06,$23.75
6330,New York,"Albany-Schenectady-Troy, NY",$14.92,$31.72,$40.88,$52.98,$23.77,$28.27,$31.97,$34.34,$11.49,$17.31,$22.38,$26.74
6333,New York,"Binghamton, NY",$13.90,$28.58,$36.19,$46.88,$22.17,$26.58,$30.27,$32.57,$10.98,$15.74,$20.08,$23.69
6336,New York,"Buffalo-Cheektowaga-Niagara Falls, NY",$14.39,$29.52,$38.00,$49.06,$22.67,$26.74,$30.44,$32.44,$11.23,$16.20,$20.94,$24.78
6339,New York,"Elmira, NY",$14.19,$28.72,$36.33,$47.15,$22.44,$26.71,$30.41,$32.85,$11.13,$15.81,$20.15,$23.83
6342,New York,"Glens Falls, NY",$14.37,$30.05,$38.24,$49.50,$23.04,$27.56,$31.25,$33.74,$11.22,$16.47,$21.06,$25.00
6345,New York,"Ithaca, NY",$16.17,$32.08,$40.74,$52.82,$24.60,$29.13,$32.82,$35.66,$12.12,$17.49,$22.31,$26.66
6348,New York,"Kingston, NY",$15.24,$33.26,$42.80,$55.92,$24.58,$29.44,$33.13,$36.15,$11.66,$18.08,$23.34,$28.21
6351,New York,"New York-Newark-Jersey City, NY",$20.00,$38.99,$49.18,$64.30,$29.16,$34.35,$38.13,$42.42,$14.03,$20.95,$26.53,$32.40
6354,New York,"Rochester, NY",$14.32,$30.40,$38.87,$50.14,$23.17,$27.64,$31.34,$33.57,$11.20,$16.65,$21.37,$25.32
6357,New York,"Syracuse, NY",$14.09,$29.83,$38.21,$49.31,$22.81,$27.16,$30.85,$32.99,$11.08,$16.36,$21.05,$24.91
6360,New York,"Utica-Rome, NY",$13.59,$28.36,$35.98,$46.25,$22.02,$26.36,$30.05,$31.95,$10.83,$15.63,$19.97,$23.38
6363,New York,"Watertown-Fort Drum, NY",$14.69,$30.60,$38.31,$49.51,$23.62,$28.60,$32.29,$35.20,$11.38,$16.75,$21.09,$25.01
6366,North Carolina,Alamance County,$13.73,$29.78,$37.85,$48.88,$22.53,$27.15,$30.79,$32.78,$11.27,$16.29,$20.82,$24.53
6369,North Carolina,Alexander County,$13.50,$27.05,$33.37,$42.30,$21.91,$26.18,$29.82,$31.47,$10.96,$14.92,$18.58,$21.24
6372,North Carolina,Alleghany County,$13.05,$25.63,$30.83,$38.42,$21.45,$25.89,$29.53,$30.95,$10.73,$14.22,$17.31,$19.30
6375,North Carolina,Anson County,$13.53,$27.84,$35.24,$45.44,$21.94,$25.89,$29.53,$31.37,$10.97,$15.32,$19.51,$22.81
6378,North Carolina,Ashe County,$13.05,$26.20,$31.97,$41.00,$21.45,$25.89,$29.53,$31.83,$10.73,$14.50,$17.88,$20.59
6381,North Carolina,Avery County,$13.45,$27.65,$34.36,$43.66,$21.86,$26.39,$30.03,$31.66,$10.93,$15.22,$19.07,$21.92
6384,North Carolina,Beaufort County,$13.34,$27.41,$34.38,$44.18,$21.75,$25.89,$29.53,$31.38,$10.87,$15.10,$19.09,$22.18
6387,North Carolina,Bertie County,$13.53,$26.83,$33.23,$42.05,$22.03,$25.89,$29.53,$30.99,$11.01,$14.82,$18.51,$21.11
6390,North Carolina,Bladen County,$13.05,$26.56,$32.68,$41.62,$21.45,$25.89,$29.53,$31.38,$10.73,$14.68,$18.24,$20.90
6393,North Carolina,Brunswick County,$14.18,$28.62,$35.56,$45.79,$22.83,$27.14,$30.78,$33.11,$11.41,$15.71,$19.67,$22.98
6396,North Carolina,Buncombe County,$16.88,$33.34,$42.04,$55.20,$25.31,$30.08,$33.72,$37.21,$12.65,$18.07,$22.92,$27.69
6399,North Carolina,Burke County,$13.50,$27.53,$34.32,$43.73,$21.91,$26.18,$29.82,$31.47,$10.96,$15.16,$19.06,$21.95
6402,North Carolina,Cabarrus County,$15.93,$31.28,$39.31,$51.05,$24.51,$28.70,$32.34,$35.10,$12.25,$17.04,$21.55,$25.61
6405,North Carolina,Caldwell County,$13.50,$27.40,$34.07,$43.35,$21.91,$26.18,$29.82,$31.47,$10.96,$15.10,$18.93,$21.76
6408,North Carolina,Camden County,$15.58,$29.72,$36.11,$45.57,$24.01,$28.78,$32.42,$34.52,$12.01,$16.26,$19.95,$22.87
6411,North Carolina,Carteret County,$13.89,$28.45,$35.34,$45.33,$22.31,$27.01,$30.65,$32.79,$11.15,$15.62,$19.56,$22.75
6414,North Carolina,Caswell County,$13.53,$27.34,$34.25,$43.86,$22.03,$25.89,$29.53,$31.27,$11.01,$15.07,$19.02,$22.02
6417,North Carolina,Catawba County,$13.50,$28.12,$35.51,$45.50,$21.91,$26.18,$29.82,$31.47,$10.96,$15.46,$19.65,$22.84
6420,North Carolina,Chatham County,$16.02,$31.08,$38.72,$50.17,$24.51,$28.88,$32.52,$35.37,$12.25,$16.94,$21.25,$25.17
6423,North Carolina,Cherokee County,$13.10,$26.68,$32.86,$41.83,$21.50,$25.95,$29.59,$31.43,$10.75,$14.74,$18.32,$21.00
6426,North Carolina,Chowan County,$13.93,$27.43,$33.60,$42.28,$22.34,$26.71,$30.35,$31.91,$11.17,$15.11,$18.69,$21.23
6429,North Carolina,Clay County,$13.82,$27.20,$33.36,$41.99,$22.24,$26.48,$30.12,$31.63,$11.12,$15.00,$18.57,$21.08
6432,North Carolina,Cleveland County,$12.97,$27.15,$33.84,$43.13,$21.81,$25.90,$29.54,$31.17,$10.91,$14.97,$18.82,$21.65
6435,North Carolina,Columbus County,$13.20,$27.07,$33.71,$43.09,$21.60,$25.89,$29.53,$31.31,$10.80,$14.93,$18.75,$21.63
6438,North Carolina,Craven County,$14.46,$30.13,$37.96,$49.38,$22.96,$27.74,$31.38,$34.00,$11.48,$16.46,$20.87,$24.78
6441,North Carolina,Cumberland County,$14.58,$29.42,$37.08,$48.28,$22.98,$27.20,$30.84,$33.41,$11.49,$16.11,$20.44,$24.23
6444,North Carolina,Currituck County,$16.25,$30.54,$37.30,$48.55,$24.68,$29.23,$32.87,$36.39,$12.34,$16.67,$20.55,$24.36
6447,North Carolina,Dare County,$15.05,$30.28,$38.22,$50.13,$23.47,$27.80,$31.44,$34.45,$11.74,$16.54,$21.00,$25.15
6450,North Carolina,Davidson County,$13.52,$28.72,$36.83,$48.02,$21.93,$26.06,$29.70,$31.81,$10.97,$15.76,$20.31,$24.10
6453,North Carolina,Davie County,$13.58,$28.11,$35.12,$45.17,$22.23,$26.55,$30.19,$32.26,$11.11,$15.45,$19.46,$22.67
6456,North Carolina,Duplin County,$13.05,$26.91,$33.39,$42.24,$21.45,$25.89,$29.53,$30.94,$10.73,$14.86,$18.59,$21.21
6459,North Carolina,Durham County,$16.02,$33.04,$42.65,$56.07,$24.51,$28.88,$32.52,$35.37,$12.25,$17.92,$23.22,$28.12
6462,North Carolina,Edgecombe County,$13.49,$28.08,$35.14,$45.22,$21.91,$26.48,$30.12,$32.18,$10.95,$15.44,$19.46,$22.70
6465,North Carolina,Forsyth County,$13.58,$29.02,$36.95,$47.91,$22.23,$26.55,$30.19,$32.26,$11.11,$15.91,$20.37,$24.04
6468,North Carolina,Franklin County,$16.32,$31.19,$38.41,$49.05,$25.14,$29.42,$33.06,$35.52,$12.57,$16.99,$21.10,$24.61
6471,North Carolina,Gaston County,$15.93,$31.13,$39.01,$50.60,$24.51,$28.70,$32.34,$35.10,$12.25,$16.97,$21.40,$25.39
6474,North Carolina,Gates County,$13.61,$27.05,$33.47,$43.24,$22.02,$26.07,$29.71,$32.10,$11.01,$14.92,$18.63,$21.71
6477,North Carolina,Graham County,$13.43,$27.05,$33.67,$42.60,$21.84,$25.89,$29.53,$30.88,$10.92,$14.93,$18.73,$21.39
6480,North Carolina,Granville County,$13.84,$28.87,$36.24,$46.19,$22.26,$26.94,$30.58,$32.20,$11.13,$15.83,$20.01,$23.18
6483,North Carolina,Greene County,$13.05,$26.76,$33.08,$41.72,$21.45,$25.89,$29.53,$30.88,$10.73,$14.78,$18.44,$20.95
6486,North Carolina,Guilford County,$14.34,$29.27,$36.89,$47.64,$23.03,$27.09,$30.73,$32.88,$11.51,$16.03,$20.34,$23.91
6489,North Carolina,Halifax County,$13.40,$27.60,$34.41,$44.00,$21.81,$26.24,$29.88,$31.70,$10.90,$15.20,$19.10,$22.09
6492,North Carolina,Harnett County,$13.66,$29.01,$36.76,$47.85,$22.08,$26.71,$30.35,$32.72,$11.04,$15.90,$20.27,$24.01
6495,North Carolina,Haywood County,$14.10,$28.82,$35.43,$44.96,$23.59,$27.66,$31.30,$33.26,$11.79,$15.81,$19.61,$22.57
6498,North Carolina,Henderson County,$16.88,$32.64,$40.65,$53.11,$25.31,$30.08,$33.72,$37.21,$12.65,$17.72,$22.22,$26.64
6501,North Carolina,Hertford County,$13.45,$27.35,$33.73,$42.79,$21.86,$26.42,$30.06,$31.77,$10.93,$15.07,$18.76,$21.48
6504,North Carolina,Hoke County,$13.78,$28.15,$35.50,$46.27,$22.34,$26.25,$29.89,$32.35,$11.17,$15.47,$19.64,$23.22
6507,North Carolina,Hyde County,$14.15,$32.04,$42.59,$55.76,$22.56,$26.94,$30.58,$32.24,$11.28,$17.42,$23.19,$27.97
6510,North Carolina,Iredell County,$14.79,$29.70,$37.49,$48.53,$23.33,$27.36,$31.00,$33.28,$11.66,$16.25,$20.64,$24.35
6513,North Carolina,Jackson County,$13.60,$27.36,$34.13,$43.96,$22.01,$26.04,$29.68,$31.78,$11.00,$15.08,$18.96,$22.07
6516,North Carolina,Johnston County,$16.32,$31.40,$38.83,$49.69,$25.14,$29.42,$33.06,$35.52,$12.57,$17.10,$21.31,$24.93
6519,North Carolina,Jones County,$13.16,$26.84,$33.25,$42.93,$21.59,$25.89,$29.53,$31.83,$10.79,$14.82,$18.52,$21.55
6522,North Carolina,Lee County,$13.90,$27.84,$34.81,$44.46,$22.42,$26.32,$29.96,$31.69,$11.21,$15.32,$19.30,$22.32
6525,North Carolina,Lenoir County,$13.04,$27.55,$34.32,$44.08,$21.73,$26.24,$29.88,$31.92,$10.86,$15.18,$19.05,$22.13
6528,North Carolina,Lincoln County,$14.11,$29.48,$37.60,$48.88,$22.52,$26.81,$30.45,$32.65,$11.26,$16.14,$20.69,$24.53
6531,North Carolina,Macon County,$13.62,$28.20,$35.42,$45.22,$22.04,$26.43,$30.07,$31.69,$11.02,$15.50,$19.60,$22.70
6534,North Carolina,Madison County,$16.88,$31.34,$38.05,$49.21,$25.31,$30.08,$33.72,$37.21,$12.65,$17.07,$20.92,$24.69
6537,North Carolina,Martin County,$13.05,$26.95,$33.46,$42.77,$21.45,$25.89,$29.53,$31.36,$10.73,$14.87,$18.62,$21.47
6540,North Carolina,McDowell County,$13.50,$26.93,$33.43,$42.24,$21.91,$25.89,$29.53,$30.88,$10.95,$14.87,$18.61,$21.21
6543,North Carolina,Mecklenburg County,$15.93,$31.81,$40.38,$52.66,$24.51,$28.70,$32.34,$35.10,$12.25,$17.31,$22.08,$26.42
6546,North Carolina,Mitchell County,$13.05,$26.53,$32.62,$41.08,$21.46,$25.89,$29.53,$30.93,$10.73,$14.66,$18.20,$20.63
6549,North Carolina,Montgomery County,$13.22,$26.78,$33.13,$42.01,$21.63,$25.89,$29.53,$31.10,$10.81,$14.79,$18.46,$21.09
6552,North Carolina,Moore County,$14.20,$28.99,$36.55,$46.98,$22.90,$26.87,$30.51,$32.41,$11.45,$15.89,$20.17,$23.58
6555,North Carolina,Nash County,$13.49,$28.51,$35.99,$46.50,$21.91,$26.48,$30.12,$32.18,$10.95,$15.65,$19.89,$23.34
6558,North Carolina,New Hanover County,$14.26,$30.48,$38.40,$50.07,$23.37,$28.01,$31.65,$34.43,$11.69,$16.64,$21.10,$25.12
6561,North Carolina,Northampton County,$13.05,$27.80,$35.15,$45.56,$21.45,$25.89,$29.53,$31.61,$10.73,$15.30,$19.47,$22.87
6564,North Carolina,Onslow County,$14.47,$29.95,$37.67,$49.44,$22.99,$27.68,$31.32,$34.41,$11.50,$16.37,$20.73,$24.81
6567,North Carolina,Orange County,$16.02,$33.49,$43.56,$57.43,$24.51,$28.88,$32.52,$35.37,$12.25,$18.15,$23.67,$28.80
6570,North Carolina,Pamlico County,$13.64,$27.05,$33.05,$41.51,$22.10,$26.51,$30.15,$31.66,$11.05,$14.93,$18.42,$20.84
6573,North Carolina,Pasquotank County,$13.61,$27.87,$34.47,$44.71,$22.09,$26.73,$30.37,$33.04,$11.05,$15.34,$19.13,$22.44
6576,North Carolina,Pender County,$13.34,$28.36,$35.67,$46.11,$22.37,$26.50,$30.14,$32.31,$11.19,$15.58,$19.73,$23.14
6579,North Carolina,Perquimans County,$14.13,$27.70,$33.90,$42.67,$22.55,$26.96,$30.60,$32.22,$11.27,$15.25,$18.84,$21.42
6582,North Carolina,Person County,$13.33,$28.48,$36.14,$46.71,$21.74,$26.26,$29.90,$31.84,$10.87,$15.64,$19.97,$23.44
6585,North Carolina,Pitt County,$13.84,$28.89,$36.60,$47.77,$22.25,$26.63,$30.27,$32.78,$11.13,$15.84,$20.19,$23.97
6588,North Carolina,Polk County,$13.46,$27.71,$34.44,$43.63,$21.88,$26.43,$30.07,$31.56,$10.94,$15.25,$19.12,$21.90
6591,North Carolina,Randolph County,$14.34,$28.51,$35.39,$45.38,$23.03,$27.09,$30.73,$32.88,$11.51,$15.66,$19.59,$22.78
6594,North Carolina,Richmond County,$13.53,$26.94,$33.45,$42.61,$22.01,$25.89,$29.53,$31.21,$11.01,$14.87,$18.62,$21.39
6597,North Carolina,Robeson County,$12.84,$27.33,$34.22,$43.43,$21.46,$25.89,$29.53,$30.89,$10.73,$15.06,$19.00,$21.80
6600,North Carolina,Rockingham County,$13.08,$27.06,$33.64,$42.92,$21.49,$25.93,$29.57,$31.30,$10.74,$14.93,$18.71,$21.55
6603,North Carolina,Rowan County,$14.10,$28.65,$35.63,$45.67,$22.69,$27.12,$30.76,$32.86,$11.34,$15.72,$19.71,$22.92
6606,North Carolina,Rutherford County,$13.05,$26.80,$33.16,$41.88,$21.45,$25.89,$29.53,$30.92,$10.73,$14.80,$18.47,$21.03
6609,North Carolina,Sampson County,$13.07,$27.29,$34.13,$43.94,$21.47,$25.89,$29.53,$31.52,$10.74,$15.04,$18.96,$22.06
6612,North Carolina,Scotland County,$13.05,$27.11,$33.79,$42.78,$21.45,$25.89,$29.53,$30.88,$10.73,$14.96,$18.79,$21.48
6615,North Carolina,Stanly County,$13.25,$27.43,$34.42,$44.28,$21.65,$25.89,$29.53,$31.43,$10.83,$15.11,$19.10,$22.23
6618,North Carolina,Stokes County,$13.58,$27.87,$34.64,$44.46,$22.23,$26.55,$30.19,$32.26,$11.11,$15.34,$19.22,$22.31
6621,North Carolina,Surry County,$13.08,$27.27,$34.11,$43.55,$21.49,$25.89,$29.53,$31.17,$10.74,$15.04,$18.95,$21.86
6624,North Carolina,Swain County,$13.53,$26.48,$32.53,$40.96,$22.03,$25.89,$29.53,$30.94,$11.01,$14.64,$18.16,$20.57
6627,North Carolina,Transylvania County,$13.48,$27.35,$34.18,$43.49,$21.89,$25.96,$29.60,$31.10,$10.95,$15.07,$18.99,$21.83
6630,North Carolina,Tyrrell County,$13.31,$26.59,$32.69,$42.08,$21.72,$25.94,$29.58,$31.90,$10.86,$14.69,$18.24,$21.13
6633,North Carolina,Union County,$15.93,$32.38,$41.51,$54.35,$24.51,$28.70,$32.34,$35.10,$12.25,$17.59,$22.65,$27.26
6636,North Carolina,Vance County,$12.78,$27.71,$34.97,$45.36,$22.03,$25.89,$29.53,$31.68,$11.01,$15.25,$19.38,$22.77
6639,North Carolina,Wake County,$16.32,$33.90,$43.82,$57.17,$25.14,$29.42,$33.06,$35.52,$12.57,$18.35,$23.81,$28.67
6642,North Carolina,Warren County,$13.22,$27.90,$35.37,$45.67,$21.63,$25.89,$29.53,$31.39,$10.82,$15.35,$19.58,$22.92
6645,North Carolina,Washington County,$13.05,$27.41,$34.38,$44.62,$21.45,$25.89,$29.53,$31.83,$10.73,$15.10,$19.09,$22.40
6648,North Carolina,Watauga County,$13.66,$29.25,$36.68,$47.22,$22.66,$27.28,$30.92,$33.07,$11.33,$16.03,$20.23,$23.70
6651,North Carolina,Wayne County,$13.81,$28.68,$35.90,$45.70,$22.23,$26.90,$30.54,$32.15,$11.11,$15.74,$19.85,$22.94
6654,North Carolina,Wilkes County,$13.05,$27.93,$35.43,$46.11,$21.45,$25.89,$29.53,$31.75,$10.73,$15.37,$19.61,$23.14
6657,North Carolina,Wilson County,$14.00,$28.14,$35.29,$45.24,$22.52,$26.44,$30.08,$31.92,$11.26,$15.47,$19.54,$22.71
6660,North Carolina,Yadkin County,$13.58,$26.71,$32.33,$40.98,$22.23,$26.55,$30.19,$32.26,$11.11,$14.76,$18.06,$20.58
6663,North Carolina,Yancey County,$13.10,$27.13,$33.82,$43.19,$21.51,$25.89,$29.53,$31.24,$10.76,$14.96,$18.80,$21.68
6666,North Carolina,"Asheville, NC",$16.50,$32.46,$40.61,$53.01,$25.08,$29.76,$33.40,$36.68,$12.44,$17.63,$22.20,$26.59
6669,North Carolina,"Burlington, NC",$13.73,$29.78,$37.85,$48.88,$22.53,$27.15,$30.79,$32.78,$11.06,$16.29,$20.82,$24.53
6672,North Carolina,"Charlotte-Concord-Gastonia, NC",$15.49,$30.70,$38.56,$49.98,$24.07,$28.29,$31.92,$34.52,$11.94,$16.75,$21.17,$25.08
6675,North Carolina,"Durham-Chapel Hill, NC",$15.22,$31.24,$39.95,$52.16,$23.70,$27.98,$31.62,$34.16,$11.80,$17.02,$21.87,$26.17
6678,North Carolina,"Fayetteville, NC",$13.18,$26.44,$32.80,$42.06,$21.60,$25.54,$29.18,$31.12,$10.78,$14.62,$18.29,$21.12
6681,North Carolina,"Goldsboro, NC",$13.81,$28.68,$35.90,$45.70,$22.23,$26.90,$30.54,$32.15,$11.10,$15.74,$19.85,$22.94
6684,North Carolina,"Greensboro-High Point, NC",$14.19,$28.86,$36.22,$46.65,$22.84,$26.95,$30.59,$32.69,$11.29,$15.83,$20.01,$23.41
6687,North Carolina,"Greenville, NC",$13.84,$28.89,$36.60,$47.77,$22.25,$26.63,$30.27,$32.78,$11.11,$15.84,$20.19,$23.97
6690,North Carolina,"Hickory-Lenoir-Morganton, NC",$13.50,$27.70,$34.68,$44.26,$21.91,$26.18,$29.82,$31.47,$10.94,$15.25,$19.23,$22.22
6693,North Carolina,"Jacksonville, NC",$14.47,$29.95,$37.67,$49.44,$22.99,$27.68,$31.32,$34.41,$11.43,$16.37,$20.73,$24.81
6696,North Carolina,"New Bern, NC",$14.27,$29.56,$37.10,$48.08,$22.77,$27.47,$31.11,$33.60,$11.33,$16.18,$20.44,$24.13
6699,North Carolina,"Raleigh, NC",$16.32,$33.39,$42.82,$55.66,$25.14,$29.42,$33.06,$35.52,$12.35,$18.10,$23.30,$27.92
6702,North Carolina,"Rocky Mount, NC",$13.49,$28.35,$35.68,$46.04,$21.91,$26.48,$30.12,$32.18,$10.94,$15.58,$19.74,$23.11
6705,North Carolina,"Wilmington, NC",$14.07,$30.04,$37.83,$49.24,$23.16,$27.69,$31.33,$33.99,$11.23,$16.42,$20.81,$24.71
6708,North Carolina,"Winston-Salem, NC",$13.56,$28.68,$36.38,$47.13,$22.16,$26.43,$30.07,$32.15,$10.97,$15.74,$20.09,$23.65
6711,North Dakota,Adams County,$13.11,$26.77,$33.40,$43.58,$21.70,$25.40,$28.94,$31.29,$10.85,$14.74,$18.54,$21.88
6714,North Dakota,Barnes County,$12.65,$26.58,$32.98,$42.45,$21.14,$25.43,$28.97,$31.08,$10.57,$14.64,$18.33,$21.31
6717,North Dakota,Benson County,$13.11,$26.92,$33.70,$42.80,$21.70,$25.40,$28.94,$30.33,$10.85,$14.81,$18.69,$21.62
6720,North Dakota,Billings County,$12.77,$26.96,$33.59,$43.86,$21.26,$25.59,$29.13,$31.57,$10.63,$14.83,$18.64,$22.02
6723,North Dakota,Bottineau County,$12.63,$26.86,$33.58,$42.63,$21.12,$25.40,$28.94,$30.33,$10.56,$14.78,$18.63,$21.41
6726,North Dakota,Bowman County,$12.63,$26.39,$32.65,$42.03,$21.12,$25.40,$28.94,$31.13,$10.56,$14.55,$18.16,$21.11
6729,North Dakota,Burke County,$13.37,$27.78,$34.41,$43.91,$21.87,$26.42,$29.96,$31.63,$10.93,$15.24,$19.04,$22.05
6732,North Dakota,Burleigh County,$13.68,$28.66,$35.95,$47.04,$22.19,$26.63,$30.17,$32.75,$11.10,$15.68,$19.82,$23.61
6735,North Dakota,Cass County,$12.74,$28.01,$35.05,$46.02,$22.04,$26.23,$29.77,$32.48,$11.02,$15.36,$19.37,$23.10
6738,North Dakota,Cavalier County,$13.11,$27.43,$34.72,$45.56,$21.70,$25.40,$28.94,$31.29,$10.85,$15.07,$19.20,$22.87
6741,North Dakota,Dickey County,$12.72,$26.35,$32.56,$41.11,$21.21,$25.40,$28.94,$30.33,$10.60,$14.53,$18.12,$20.64
6744,North Dakota,Divide County,$12.63,$27.85,$35.56,$46.83,$21.12,$25.40,$28.94,$31.29,$10.56,$15.28,$19.62,$23.50
6747,North Dakota,Dunn County,$14.72,$29.61,$36.25,$46.37,$23.25,$28.25,$31.78,$34.07,$11.63,$16.16,$19.96,$23.28
6750,North Dakota,Eddy County,$13.11,$26.88,$33.63,$43.92,$21.70,$25.40,$28.94,$31.29,$10.85,$14.79,$18.66,$22.05
6753,North Dakota,Emmons County,$12.90,$26.46,$32.77,$42.38,$21.40,$25.40,$28.94,$31.29,$10.70,$14.58,$18.23,$21.28
6756,North Dakota,Foster County,$13.11,$26.54,$32.93,$42.62,$21.70,$25.40,$28.94,$31.29,$10.85,$14.62,$18.31,$21.40
6759,North Dakota,Golden Valley County,$13.37,$27.80,$34.43,$43.99,$21.88,$26.43,$29.97,$31.70,$10.94,$15.25,$19.06,$22.09
6762,North Dakota,Grand Forks County,$12.84,$27.79,$34.62,$45.37,$21.86,$26.21,$29.75,$32.46,$10.93,$15.25,$19.15,$22.78
6765,North Dakota,Grant County,$13.00,$26.85,$33.55,$43.81,$21.49,$25.40,$28.94,$31.29,$10.75,$14.78,$18.62,$22.00
6768,North Dakota,Griggs County,$12.63,$27.09,$34.03,$44.53,$21.12,$25.40,$28.94,$31.29,$10.56,$14.89,$18.86,$22.36
