,Unnamed: 0_level_0,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),State,County
0,Living Wage,$14.92,$32.23,$42.25,$55.49,$22.83,$27.40,$30.81,$33.44,$11.22,$17.45,$22.91,$27.98,Massachusetts,"Worcester, MA"
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Massachusetts,"Worcester, MA"
2,Minimum Wage,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,$12.75,Massachusetts,"Worcester, MA"
0,Living Wage,$13.57,$25.64,$31.90,$40.98,$21.57,$24.76,$28.38,$30.23,$10.79,$14.20,$17.84,$20.58,Michigan,Alcona County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Alcona County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Alcona County
0,Living Wage,$12.77,$28.94,$38.51,$50.47,$21.02,$24.76,$28.38,$29.80,$10.51,$15.86,$21.14,$25.33,Michigan,Alger County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Alger County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Alger County
0,Living Wage,$13.52,$28.41,$37.14,$48.85,$21.48,$25.06,$28.68,$30.68,$10.74,$15.59,$20.46,$24.52,Michigan,Allegan County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Allegan County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Allegan County
0,Living Wage,$12.89,$27.23,$35.09,$46.19,$21.47,$24.76,$28.38,$30.66,$10.74,$15.00,$19.43,$23.19,Michigan,Alpena County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Alpena County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Alpena County
0,Living Wage,$12.55,$29.21,$39.05,$51.85,$21.44,$24.76,$28.38,$30.38,$10.72,$15.99,$21.41,$26.02,Michigan,Antrim County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Antrim County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Antrim County
0,Living Wage,$12.55,$26.16,$32.94,$42.57,$21.26,$24.76,$28.38,$30.25,$10.63,$14.46,$18.36,$21.38,Michigan,Arenac County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Arenac County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Arenac County
0,Living Wage,$12.94,$25.77,$32.16,$40.94,$21.02,$24.76,$28.38,$29.80,$10.51,$14.27,$17.97,$20.56,Michigan,Baraga County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Baraga County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Baraga County
0,Living Wage,$13.69,$30.22,$40.09,$53.17,$22.02,$25.74,$29.36,$31.61,$11.01,$16.49,$21.93,$26.68,Michigan,Barry County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Barry County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Barry County
0,Living Wage,$12.65,$29.23,$38.94,$51.48,$21.14,$24.91,$28.53,$30.39,$10.57,$16.00,$21.36,$25.83,Michigan,Bay County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Bay County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Bay County
0,Living Wage,$13.08,$26.94,$34.06,$43.68,$21.36,$25.20,$28.83,$30.35,$10.68,$14.85,$18.92,$21.93,Michigan,Benzie County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Benzie County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Benzie County
0,Living Wage,$13.32,$29.13,$38.51,$50.52,$21.31,$25.14,$28.76,$30.43,$10.66,$15.95,$21.14,$25.35,Michigan,Berrien County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Berrien County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Berrien County
0,Living Wage,$13.16,$27.75,$36.00,$46.82,$21.28,$24.89,$28.52,$30.11,$10.64,$15.26,$19.89,$23.50,Michigan,Branch County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Branch County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Branch County
0,Living Wage,$12.92,$28.97,$37.99,$49.81,$21.67,$25.33,$28.95,$30.78,$10.83,$15.87,$20.88,$25.00,Michigan,Calhoun County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Calhoun County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Calhoun County
0,Living Wage,$12.98,$28.48,$36.94,$47.97,$21.52,$25.42,$29.04,$30.64,$10.76,$15.63,$20.36,$24.08,Michigan,Cass County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Cass County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Cass County
0,Living Wage,$12.95,$27.71,$35.79,$46.98,$21.28,$25.02,$28.64,$30.80,$10.64,$15.24,$19.78,$23.58,Michigan,Charlevoix County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Charlevoix County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Charlevoix County
0,Living Wage,$12.77,$27.46,$35.56,$46.35,$21.07,$24.76,$28.38,$30.11,$10.54,$15.12,$19.66,$23.27,Michigan,Cheboygan County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Cheboygan County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Cheboygan County
0,Living Wage,$12.62,$27.03,$34.68,$44.72,$21.10,$24.76,$28.38,$29.80,$10.55,$14.90,$19.23,$22.45,Michigan,Chippewa County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Chippewa County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Chippewa County
0,Living Wage,$12.77,$27.88,$36.39,$47.77,$21.02,$24.76,$28.38,$30.29,$10.51,$15.32,$20.08,$23.98,Michigan,Clare County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Clare County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Clare County
0,Living Wage,$14.08,$33.38,$46.13,$61.95,$22.30,$26.03,$29.65,$31.77,$11.15,$18.08,$24.95,$31.07,Michigan,Clinton County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Clinton County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Clinton County
0,Living Wage,$12.85,$27.14,$34.78,$45.33,$21.12,$24.88,$28.50,$30.44,$10.56,$14.95,$19.28,$22.76,Michigan,Crawford County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Crawford County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Crawford County
0,Living Wage,$12.88,$28.38,$37.38,$49.60,$21.31,$24.76,$28.38,$30.64,$10.65,$15.57,$20.58,$24.89,Michigan,Delta County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Delta County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Delta County
0,Living Wage,$12.89,$28.99,$38.44,$50.32,$21.27,$24.94,$28.56,$30.02,$10.64,$15.88,$21.11,$25.25,Michigan,Dickinson County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Dickinson County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Dickinson County
0,Living Wage,$14.08,$29.23,$37.82,$49.49,$22.30,$26.03,$29.65,$31.77,$11.15,$16.00,$20.79,$24.84,Michigan,Eaton County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Eaton County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Eaton County
0,Living Wage,$12.94,$29.46,$38.96,$51.45,$21.47,$25.35,$28.98,$31.00,$10.74,$16.12,$21.37,$25.82,Michigan,Emmet County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Emmet County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Emmet County
0,Living Wage,$12.88,$30.15,$40.43,$53.54,$21.47,$25.26,$28.88,$30.75,$10.73,$16.46,$22.10,$26.86,Michigan,Genesee County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Genesee County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Genesee County
0,Living Wage,$12.77,$27.22,$35.08,$45.58,$21.18,$24.76,$28.38,$30.06,$10.59,$15.00,$19.42,$22.88,Michigan,Gladwin County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Gladwin County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Gladwin County
0,Living Wage,$12.77,$26.52,$33.67,$44.20,$21.40,$24.76,$28.38,$30.79,$10.70,$14.65,$18.72,$22.19,Michigan,Gogebic County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Gogebic County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Gogebic County
0,Living Wage,$13.74,$30.14,$39.50,$52.08,$22.77,$26.16,$29.78,$32.02,$11.38,$16.45,$21.64,$26.13,Michigan,Grand Traverse County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Grand Traverse County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Grand Traverse County
0,Living Wage,$12.55,$27.57,$35.78,$46.36,$21.02,$24.76,$28.38,$29.80,$10.51,$15.17,$19.77,$23.27,Michigan,Gratiot County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Gratiot County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Gratiot County
0,Living Wage,$13.08,$26.64,$33.82,$43.47,$21.09,$24.84,$28.47,$29.97,$10.54,$14.70,$18.80,$21.83,Michigan,Hillsdale County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Hillsdale County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Hillsdale County
0,Living Wage,$12.60,$28.88,$38.39,$50.51,$21.12,$24.76,$28.38,$30.03,$10.56,$15.82,$21.08,$25.35,Michigan,Houghton County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Houghton County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Houghton County
0,Living Wage,$13.11,$27.58,$35.80,$46.54,$21.07,$24.76,$28.38,$29.94,$10.53,$15.18,$19.78,$23.36,Michigan,Huron County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Huron County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Huron County
0,Living Wage,$14.08,$31.49,$42.35,$56.28,$22.30,$26.03,$29.65,$31.77,$11.15,$17.13,$23.06,$28.23,Michigan,Ingham County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Ingham County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Ingham County
0,Living Wage,$13.36,$27.72,$35.69,$46.27,$21.31,$25.14,$28.76,$30.41,$10.66,$15.24,$19.73,$23.23,Michigan,Ionia County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Ionia County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Ionia County
0,Living Wage,$12.55,$28.73,$38.09,$49.98,$21.62,$24.76,$28.38,$29.95,$10.81,$15.75,$20.93,$25.08,Michigan,Iosco County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Iosco County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Iosco County
0,Living Wage,$12.76,$27.07,$34.76,$45.38,$21.28,$24.76,$28.38,$30.34,$10.64,$14.92,$19.27,$22.78,Michigan,Iron County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Iron County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Iron County
0,Living Wage,$13.16,$28.98,$38.53,$51.06,$21.38,$24.81,$28.43,$30.44,$10.69,$15.87,$21.15,$25.62,Michigan,Isabella County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Isabella County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Isabella County
0,Living Wage,$13.58,$28.60,$37.24,$48.62,$21.92,$25.35,$28.97,$30.75,$10.96,$15.68,$20.50,$24.40,Michigan,Jackson County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Jackson County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Jackson County
0,Living Wage,$13.36,$31.13,$42.01,$56.13,$21.99,$25.65,$29.27,$31.55,$10.99,$16.95,$22.89,$28.16,Michigan,Kalamazoo County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Kalamazoo County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Kalamazoo County
0,Living Wage,$12.55,$25.99,$32.60,$42.09,$21.02,$24.76,$28.38,$30.29,$10.51,$14.38,$18.19,$21.14,Michigan,Kalkaska County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Kalkaska County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Kalkaska County
0,Living Wage,$14.11,$31.02,$40.91,$54.30,$22.77,$26.52,$30.14,$32.67,$11.39,$16.89,$22.34,$27.24,Michigan,Kent County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Kent County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Kent County
0,Living Wage,$12.77,$27.67,$35.96,$47.43,$21.07,$24.76,$28.38,$30.59,$10.54,$15.22,$19.87,$23.81,Michigan,Keweenaw County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Keweenaw County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Keweenaw County
0,Living Wage,$12.77,$25.94,$32.51,$41.46,$21.02,$24.76,$28.38,$29.80,$10.51,$14.35,$18.14,$20.82,Michigan,Lake County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Lake County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Lake County
0,Living Wage,$13.78,$31.21,$41.19,$54.35,$22.60,$26.62,$30.25,$32.46,$11.30,$16.99,$22.48,$27.27,Michigan,Lapeer County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Lapeer County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Lapeer County
0,Living Wage,$13.85,$28.76,$37.60,$49.57,$21.84,$25.30,$28.93,$31.09,$10.92,$15.76,$20.69,$24.88,Michigan,Leelanau County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Leelanau County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Leelanau County
0,Living Wage,$12.67,$28.67,$37.79,$49.67,$21.16,$24.94,$28.56,$30.35,$10.58,$15.72,$20.78,$24.93,Michigan,Lenawee County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Lenawee County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Lenawee County
0,Living Wage,$13.91,$32.47,$43.50,$58.24,$22.86,$26.83,$30.46,$33.20,$11.43,$17.62,$23.64,$29.21,Michigan,Livingston County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Livingston County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Livingston County
0,Living Wage,$12.77,$26.99,$34.62,$45.24,$21.62,$24.76,$28.38,$30.42,$10.81,$14.88,$19.19,$22.71,Michigan,Luce County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Luce County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Luce County
0,Living Wage,$12.77,$26.63,$33.89,$43.83,$21.59,$24.76,$28.38,$30.10,$10.79,$14.70,$18.83,$22.01,Michigan,Mackinac County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Mackinac County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Mackinac County
0,Living Wage,$13.78,$32.39,$43.54,$57.88,$22.60,$26.62,$30.25,$32.46,$11.30,$17.58,$23.66,$29.03,Michigan,Macomb County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Macomb County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Macomb County
0,Living Wage,$12.77,$25.55,$31.73,$40.70,$21.02,$24.76,$28.38,$30.21,$10.51,$14.16,$17.75,$20.44,Michigan,Manistee County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Manistee County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Manistee County
0,Living Wage,$12.74,$30.54,$41.42,$54.76,$21.24,$25.04,$28.67,$30.15,$10.62,$16.65,$22.60,$27.47,Michigan,Marquette County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Marquette County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Marquette County
0,Living Wage,$12.84,$28.47,$37.49,$48.93,$21.09,$24.84,$28.46,$29.92,$10.54,$15.62,$20.63,$24.56,Michigan,Mason County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Mason County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Mason County
0,Living Wage,$13.57,$27.63,$35.88,$46.70,$21.52,$24.76,$28.38,$29.99,$10.76,$15.20,$19.83,$23.44,Michigan,Mecosta County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Mecosta County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Mecosta County
0,Living Wage,$12.77,$27.06,$34.75,$45.42,$21.57,$24.76,$28.38,$30.40,$10.79,$14.91,$19.26,$22.80,Michigan,Menominee County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Menominee County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Menominee County
0,Living Wage,$12.98,$29.13,$38.24,$50.87,$21.52,$25.41,$29.03,$31.59,$10.76,$15.95,$21.00,$25.53,Michigan,Midland County
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Michigan,Midland County
2,Minimum Wage,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,$9.65,Michigan,Midland County
