Class,Level,_1a0c,_1a1c,_1a2c,_1a3c,_2a1w0c,_2a1w1c,_2a1w2c,_2a1w3c,_2a2w0c,_2a2w1c,_2a2w2c,_2a2w3c,County,State,FIPS
0,Living Wage,$12.79,$29.56,$38.89,$51.74,$21.78,$25.71,$29.26,$32.14,$10.89,$16.19,$21.30,$26.08,Eureka County,NV,32011
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Eureka County,NV,32011
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Eureka County,NV,32011
0,Living Wage,$13.11,$29.43,$38.14,$49.49,$22.16,$26.21,$29.76,$31.76,$11.08,$16.13,$20.93,$24.95,Humboldt County,NV,32013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Humboldt County,NV,32013
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Humboldt County,NV,32013
0,Living Wage,$13.42,$31.91,$42.62,$56.22,$22.52,$26.70,$30.24,$32.50,$11.26,$17.37,$23.17,$28.32,Lander County,NV,32015
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lander County,NV,32015
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Lander County,NV,32015
0,Living Wage,$12.12,$26.72,$34.23,$44.99,$21.42,$24.70,$28.25,$30.85,$10.71,$14.77,$18.97,$22.70,Lincoln County,NV,32017
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lincoln County,NV,32017
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Lincoln County,NV,32017
0,Living Wage,$13.12,$26.92,$33.98,$44.57,$21.50,$25.34,$28.89,$31.78,$10.75,$14.87,$18.85,$22.49,Lyon County,NV,32019
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Lyon County,NV,32019
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Lyon County,NV,32019
0,Living Wage,$12.01,$26.17,$33.30,$43.59,$21.23,$24.52,$28.07,$30.60,$10.62,$14.50,$18.51,$22.00,Mineral County,NV,32021
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mineral County,NV,32021
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Mineral County,NV,32021
0,Living Wage,$12.55,$26.46,$33.05,$42.61,$21.58,$25.35,$28.90,$31.23,$10.79,$14.64,$18.38,$21.51,Nye County,NV,32023
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Nye County,NV,32023
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Nye County,NV,32023
0,Living Wage,$12.01,$26.07,$33.10,$42.36,$20.88,$24.52,$28.07,$29.66,$10.44,$14.45,$18.41,$21.39,Pershing County,NV,32027
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pershing County,NV,32027
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Pershing County,NV,32027
0,Living Wage,$13.57,$29.44,$37.46,$49.70,$22.91,$26.92,$30.47,$34.05,$11.46,$16.14,$20.59,$25.06,Storey County,NV,32029
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Storey County,NV,32029
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Storey County,NV,32029
0,Living Wage,$13.57,$28.95,$36.47,$48.22,$22.91,$26.92,$30.47,$34.05,$11.46,$15.89,$20.09,$24.32,Washoe County,NV,32031
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washoe County,NV,32031
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,Washoe County,NV,32031
0,Living Wage,$12.58,$28.00,$36.07,$47.62,$22.10,$25.41,$28.96,$31.79,$11.05,$15.41,$19.89,$24.02,White Pine County,NV,32033
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,White Pine County,NV,32033
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,White Pine County,NV,32033
0,Living Wage,$13.03,$28.03,$35.49,$46.79,$22.16,$26.06,$29.61,$32.81,$10.69,$15.43,$19.60,$23.60,"Carson City, NV",NV,32510
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Carson City, NV",NV,32510
2,Minimum Wage,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,$8.00,"Carson City, NV",NV,32510
0,Living Wage,$13.43,$28.26,$35.48,$46.14,$21.87,$26.23,$29.65,$32.50,$10.93,$15.47,$19.53,$23.30,Belknap County,NH,33001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Belknap County,NH,33001
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Belknap County,NH,33001
0,Living Wage,$13.17,$27.64,$34.36,$44.40,$22.01,$26.11,$29.53,$32.25,$11.00,$15.16,$18.97,$22.43,Carroll County,NH,33003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Carroll County,NH,33003
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Carroll County,NH,33003
0,Living Wage,$13.65,$28.18,$35.03,$45.58,$21.95,$26.51,$29.93,$33.03,$10.97,$15.43,$19.30,$23.02,Cheshire County,NH,33005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Cheshire County,NH,33005
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Cheshire County,NH,33005
0,Living Wage,$12.47,$25.02,$30.68,$38.74,$20.97,$24.55,$27.96,$29.77,$10.48,$13.85,$17.13,$19.60,Coos County,NH,33007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Coos County,NH,33007
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Coos County,NH,33007
0,Living Wage,$13.18,$27.77,$34.63,$44.20,$21.69,$26.10,$29.52,$31.63,$10.84,$15.22,$19.10,$22.33,Grafton County,NH,33009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Grafton County,NH,33009
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Grafton County,NH,33009
0,Living Wage,$14.20,$30.40,$38.33,$50.04,$22.97,$27.67,$31.08,$34.27,$11.49,$16.54,$20.95,$25.25,Hillsborough County,NH,33011
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Hillsborough County,NH,33011
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Hillsborough County,NH,33011
0,Living Wage,$14.24,$29.29,$36.79,$47.68,$22.41,$26.98,$30.39,$33.18,$11.20,$15.98,$20.18,$24.07,Merrimack County,NH,33013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Merrimack County,NH,33013
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Merrimack County,NH,33013
0,Living Wage,$15.81,$32.61,$41.35,$54.24,$24.11,$29.07,$32.48,$36.04,$12.05,$17.64,$22.46,$27.35,Rockingham County,NH,33015
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Rockingham County,NH,33015
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Rockingham County,NH,33015
0,Living Wage,$15.50,$30.39,$37.77,$49.42,$23.44,$28.21,$31.63,$35.30,$11.72,$16.54,$20.67,$24.94,Strafford County,NH,33017
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Strafford County,NH,33017
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Strafford County,NH,33017
0,Living Wage,$13.64,$27.58,$34.28,$43.77,$21.62,$26.08,$29.49,$31.69,$10.81,$15.13,$18.93,$22.12,Sullivan County,NH,33019
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sullivan County,NH,33019
2,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Sullivan County,NH,33019
0,Living Wage,$14.94,$33.79,$43.15,$56.09,$25.74,$30.81,$34.46,$38.89,$12.87,$18.71,$23.51,$28.30,Atlantic County,NJ,34001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Atlantic County,NJ,34001
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Atlantic County,NJ,34001
0,Living Wage,$17.57,$39.35,$50.49,$65.66,$28.24,$33.09,$37.51,$40.90,$14.12,$21.12,$27.18,$33.08,Bergen County,NJ,34003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bergen County,NJ,34003
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Bergen County,NJ,34003
0,Living Wage,$14.89,$35.42,$47.01,$61.17,$25.63,$30.25,$33.90,$37.32,$12.81,$19.53,$25.44,$30.84,Burlington County,NJ,34005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Burlington County,NJ,34005
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Burlington County,NJ,34005
0,Living Wage,$14.89,$34.14,$44.42,$57.28,$25.63,$30.25,$33.90,$37.32,$12.81,$18.89,$24.14,$28.89,Camden County,NJ,34007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Camden County,NJ,34007
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Camden County,NJ,34007
0,Living Wage,$14.55,$33.79,$43.55,$56.74,$25.62,$30.42,$34.07,$38.34,$12.81,$18.71,$23.71,$28.62,Cape May County,NJ,34009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Cape May County,NJ,34009
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Cape May County,NJ,34009
0,Living Wage,$14.81,$32.90,$41.68,$53.85,$25.25,$30.48,$34.13,$38.34,$12.62,$17.88,$22.77,$27.17,Cumberland County,NJ,34011
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Cumberland County,NJ,34011
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Cumberland County,NJ,34011
0,Living Wage,$16.05,$35.51,$45.33,$58.48,$27.10,$32.09,$35.74,$39.95,$13.55,$19.58,$24.59,$29.49,Essex County,NJ,34013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Essex County,NJ,34013
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Essex County,NJ,34013
0,Living Wage,$14.89,$34.65,$45.46,$58.84,$25.63,$30.25,$33.90,$37.32,$12.81,$19.15,$24.66,$29.67,Gloucester County,NJ,34015
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Gloucester County,NJ,34015
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Gloucester County,NJ,34015
0,Living Wage,$18.55,$37.29,$45.87,$58.59,$28.68,$33.58,$38.00,$41.51,$14.34,$20.09,$24.86,$29.55,Hudson County,NJ,34017
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Hudson County,NJ,34017
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Hudson County,NJ,34017
0,Living Wage,$17.86,$41.39,$53.50,$70.06,$28.27,$34.14,$38.58,$42.39,$14.14,$22.14,$28.68,$35.28,Hunterdon County,NJ,34019
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Hunterdon County,NJ,34019
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Hunterdon County,NJ,34019
0,Living Wage,$15.47,$38.79,$50.57,$66.08,$26.45,$31.89,$35.54,$39.39,$13.23,$20.84,$27.21,$33.29,Mercer County,NJ,34021
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Mercer County,NJ,34021
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Mercer County,NJ,34021
0,Living Wage,$17.86,$39.73,$50.18,$65.09,$28.27,$34.14,$38.58,$42.39,$14.14,$21.31,$27.02,$32.79,Middlesex County,NJ,34023
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Middlesex County,NJ,34023
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Middlesex County,NJ,34023
0,Living Wage,$16.42,$39.59,$50.86,$67.69,$27.47,$33.20,$37.63,$42.55,$13.73,$21.24,$27.36,$34.09,Monmouth County,NJ,34025
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Monmouth County,NJ,34025
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Monmouth County,NJ,34025
0,Living Wage,$16.05,$38.94,$50.69,$66.52,$27.10,$32.09,$35.74,$39.95,$13.55,$20.92,$27.27,$33.51,Morris County,NJ,34027
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Morris County,NJ,34027
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Morris County,NJ,34027
0,Living Wage,$16.42,$37.23,$46.13,$60.59,$27.47,$33.20,$37.63,$42.55,$13.73,$20.06,$24.99,$30.55,Ocean County,NJ,34029
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Ocean County,NJ,34029
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Ocean County,NJ,34029
0,Living Wage,$17.57,$37.44,$46.65,$59.91,$28.24,$33.09,$37.51,$40.90,$14.12,$20.16,$25.26,$30.20,Passaic County,NJ,34031
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Passaic County,NJ,34031
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Passaic County,NJ,34031
0,Living Wage,$14.89,$32.92,$41.95,$53.58,$25.63,$30.25,$33.90,$37.32,$12.81,$17.89,$22.91,$27.04,Salem County,NJ,34033
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Salem County,NJ,34033
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Salem County,NJ,34033
0,Living Wage,$17.86,$39.40,$49.52,$64.10,$28.27,$34.14,$38.58,$42.39,$14.14,$21.15,$26.69,$32.30,Somerset County,NJ,34035
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Somerset County,NJ,34035
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Somerset County,NJ,34035
0,Living Wage,$16.05,$35.93,$46.18,$59.76,$27.10,$32.09,$35.74,$39.95,$13.55,$19.79,$25.02,$30.13,Sussex County,NJ,34037
0,Living Wage,$16.05,$35.93,$46.18,$59.76,$27.10,$32.09,$35.74,$39.95,$13.55,$19.79,$25.02,$30.13,Sussex County,NJ,34013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sussex County,NJ,34037
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sussex County,NJ,34013
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Sussex County,NJ,34037
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Sussex County,NJ,34013
0,Living Wage,$16.05,$37.08,$46.96,$60.93,$27.10,$32.09,$35.74,$39.95,$13.55,$19.99,$25.41,$30.72,Union County,NJ,34039
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Union County,NJ,34039
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Union County,NJ,34039
0,Living Wage,$14.76,$34.27,$45.09,$58.42,$25.27,$29.85,$33.50,$36.85,$12.64,$18.95,$24.48,$29.46,Warren County,NJ,34041
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Warren County,NJ,34041
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,Warren County,NJ,34041
0,Living Wage,$14.51,$32.90,$42.26,$55.45,$24.73,$29.53,$33.18,$37.05,$11.66,$17.88,$23.06,$27.98,"Ocean City, NJ",NJ,34029
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Ocean City, NJ",NJ,34029
2,Minimum Wage,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,$11.00,"Ocean City, NJ",NJ,34029
0,Living Wage,$13.87,$28.99,$35.62,$46.12,$23.60,$28.18,$31.94,$35.13,$11.80,$15.99,$19.78,$23.28,Bernalillo County,NM,35001
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Bernalillo County,NM,35001
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Bernalillo County,NM,35001
0,Living Wage,$13.78,$27.90,$34.61,$44.30,$22.53,$27.02,$30.78,$33.08,$11.27,$15.45,$19.27,$22.37,Catron County,NM,35003
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Catron County,NM,35003
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Catron County,NM,35003
0,Living Wage,$14.16,$28.60,$35.31,$44.79,$22.92,$27.71,$31.48,$33.58,$11.46,$15.80,$19.62,$22.62,Chaves County,NM,35005
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Chaves County,NM,35005
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Chaves County,NM,35005
0,Living Wage,$14.14,$27.90,$34.61,$44.02,$22.99,$27.02,$30.78,$32.80,$11.49,$15.45,$19.27,$22.23,Cibola County,NM,35006
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Cibola County,NM,35006
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Cibola County,NM,35006
0,Living Wage,$13.79,$28.10,$34.81,$43.93,$22.53,$27.22,$30.98,$32.71,$11.27,$15.55,$19.37,$22.18,Colfax County,NM,35007
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Colfax County,NM,35007
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Colfax County,NM,35007
0,Living Wage,$13.88,$29.08,$35.79,$45.91,$23.28,$28.20,$31.96,$34.69,$11.64,$16.04,$19.86,$23.17,Curry County,NM,35009
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Curry County,NM,35009
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Curry County,NM,35009
0,Living Wage,$14.19,$28.42,$35.12,$45.00,$22.94,$27.53,$31.29,$33.78,$11.47,$15.71,$19.53,$22.72,De Baca County,NM,35011
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,De Baca County,NM,35011
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,De Baca County,NM,35011
0,Living Wage,$13.68,$28.03,$34.66,$44.73,$22.81,$27.22,$30.98,$33.74,$11.40,$15.51,$19.30,$22.59,Dona Ana County,NM,35013
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Dona Ana County,NM,35013
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Dona Ana County,NM,35013
0,Living Wage,$14.77,$29.40,$36.10,$46.83,$23.52,$28.51,$32.27,$35.61,$11.76,$16.20,$20.02,$23.63,Eddy County,NM,35015
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Eddy County,NM,35015
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Eddy County,NM,35015
0,Living Wage,$14.06,$28.12,$34.83,$44.45,$22.92,$27.24,$31.00,$33.24,$11.46,$15.56,$19.38,$22.45,Grant County,NM,35017
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Grant County,NM,35017
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Grant County,NM,35017
0,Living Wage,$13.88,$27.90,$34.61,$44.67,$22.99,$27.02,$30.78,$33.46,$11.49,$15.45,$19.27,$22.56,Guadalupe County,NM,35019
1,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Guadalupe County,NM,35019
2,Minimum Wage,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,$9.00,Guadalupe County,NM,35019
0,Living Wage,$13.78,$27.90,$34.61,$44.67,$22.53,$27.02,$30.78,$33.46,$11.27,$15.45,$19.27,$22.56,Harding County,NM,35021
