,type,1a1w0c,1a1w1c,1a1w2c,1a1w3c,2a1w0c,2a1w1c,2a1w2c,2a1w3c,2a2w0c,2a2w1c,2a2w2c,2a2w3c,State,County
6682,Living Wage,$13.81,$28.68,$35.90,$45.70,$22.23,$26.90,$30.54,$32.15,$11.10,$15.74,$19.85,$22.94,North Carolina,"Goldsboro, NC"
6683,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Goldsboro, NC"
6684,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Goldsboro, NC"
6685,Living Wage,$14.19,$28.86,$36.22,$46.65,$22.84,$26.95,$30.59,$32.69,$11.29,$15.83,$20.01,$23.41,North Carolina,"Greensboro-High Point, NC"
6686,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Greensboro-High Point, NC"
6687,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Greensboro-High Point, NC"
6688,Living Wage,$13.84,$28.89,$36.60,$47.77,$22.25,$26.63,$30.27,$32.78,$11.11,$15.84,$20.19,$23.97,North Carolina,"Greenville, NC"
6689,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Greenville, NC"
6690,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Greenville, NC"
6691,Living Wage,$13.50,$27.70,$34.68,$44.26,$21.91,$26.18,$29.82,$31.47,$10.94,$15.25,$19.23,$22.22,North Carolina,"Hickory-Lenoir-Morganton, NC"
6692,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Hickory-Lenoir-Morganton, NC"
6693,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Hickory-Lenoir-Morganton, NC"
6694,Living Wage,$14.47,$29.95,$37.67,$49.44,$22.99,$27.68,$31.32,$34.41,$11.43,$16.37,$20.73,$24.81,North Carolina,"Jacksonville, NC"
6695,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Jacksonville, NC"
6696,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Jacksonville, NC"
6697,Living Wage,$14.27,$29.56,$37.10,$48.08,$22.77,$27.47,$31.11,$33.60,$11.33,$16.18,$20.44,$24.13,North Carolina,"New Bern, NC"
6698,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"New Bern, NC"
6699,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"New Bern, NC"
6700,Living Wage,$16.32,$33.39,$42.82,$55.66,$25.14,$29.42,$33.06,$35.52,$12.35,$18.10,$23.30,$27.92,North Carolina,"Raleigh, NC"
6701,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Raleigh, NC"
6702,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Raleigh, NC"
6703,Living Wage,$13.49,$28.35,$35.68,$46.04,$21.91,$26.48,$30.12,$32.18,$10.94,$15.58,$19.74,$23.11,North Carolina,"Rocky Mount, NC"
6704,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Rocky Mount, NC"
6705,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Rocky Mount, NC"
6706,Living Wage,$14.07,$30.04,$37.83,$49.24,$23.16,$27.69,$31.33,$33.99,$11.23,$16.42,$20.81,$24.71,North Carolina,"Wilmington, NC"
6707,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Wilmington, NC"
6708,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Wilmington, NC"
6709,Living Wage,$13.56,$28.68,$36.38,$47.13,$22.16,$26.43,$30.07,$32.15,$10.97,$15.74,$20.09,$23.65,North Carolina,"Winston-Salem, NC"
6710,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Carolina,"Winston-Salem, NC"
6711,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Carolina,"Winston-Salem, NC"
6712,Living Wage,$13.11,$26.77,$33.40,$43.58,$21.70,$25.40,$28.94,$31.29,$10.85,$14.74,$18.54,$21.88,North Dakota,Adams County
6713,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Adams County
6714,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Adams County
6715,Living Wage,$12.65,$26.58,$32.98,$42.45,$21.14,$25.43,$28.97,$31.08,$10.57,$14.64,$18.33,$21.31,North Dakota,Barnes County
6716,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Barnes County
6717,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Barnes County
6718,Living Wage,$13.11,$26.92,$33.70,$42.80,$21.70,$25.40,$28.94,$30.33,$10.85,$14.81,$18.69,$21.62,North Dakota,Benson County
6719,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Benson County
6720,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Benson County
6721,Living Wage,$12.77,$26.96,$33.59,$43.86,$21.26,$25.59,$29.13,$31.57,$10.63,$14.83,$18.64,$22.02,North Dakota,Billings County
6722,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Billings County
6723,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Billings County
6724,Living Wage,$12.63,$26.86,$33.58,$42.63,$21.12,$25.40,$28.94,$30.33,$10.56,$14.78,$18.63,$21.41,North Dakota,Bottineau County
6725,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Bottineau County
6726,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Bottineau County
6727,Living Wage,$12.63,$26.39,$32.65,$42.03,$21.12,$25.40,$28.94,$31.13,$10.56,$14.55,$18.16,$21.11,North Dakota,Bowman County
6728,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Bowman County
6729,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Bowman County
6730,Living Wage,$13.37,$27.78,$34.41,$43.91,$21.87,$26.42,$29.96,$31.63,$10.93,$15.24,$19.04,$22.05,North Dakota,Burke County
6731,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Burke County
6732,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Burke County
6733,Living Wage,$13.68,$28.66,$35.95,$47.04,$22.19,$26.63,$30.17,$32.75,$11.10,$15.68,$19.82,$23.61,North Dakota,Burleigh County
6734,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Burleigh County
6735,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Burleigh County
6736,Living Wage,$12.74,$28.01,$35.05,$46.02,$22.04,$26.23,$29.77,$32.48,$11.02,$15.36,$19.37,$23.10,North Dakota,Cass County
6737,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Cass County
6738,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Cass County
6739,Living Wage,$13.11,$27.43,$34.72,$45.56,$21.70,$25.40,$28.94,$31.29,$10.85,$15.07,$19.20,$22.87,North Dakota,Cavalier County
6740,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Cavalier County
6741,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Cavalier County
6742,Living Wage,$12.72,$26.35,$32.56,$41.11,$21.21,$25.40,$28.94,$30.33,$10.60,$14.53,$18.12,$20.64,North Dakota,Dickey County
6743,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Dickey County
6744,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Dickey County
6745,Living Wage,$12.63,$27.85,$35.56,$46.83,$21.12,$25.40,$28.94,$31.29,$10.56,$15.28,$19.62,$23.50,North Dakota,Divide County
6746,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Divide County
6747,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Divide County
6748,Living Wage,$14.72,$29.61,$36.25,$46.37,$23.25,$28.25,$31.78,$34.07,$11.63,$16.16,$19.96,$23.28,North Dakota,Dunn County
6749,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Dunn County
6750,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Dunn County
6751,Living Wage,$13.11,$26.88,$33.63,$43.92,$21.70,$25.40,$28.94,$31.29,$10.85,$14.79,$18.66,$22.05,North Dakota,Eddy County
6752,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Eddy County
6753,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Eddy County
6754,Living Wage,$12.90,$26.46,$32.77,$42.38,$21.40,$25.40,$28.94,$31.29,$10.70,$14.58,$18.23,$21.28,North Dakota,Emmons County
6755,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Emmons County
6756,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Emmons County
6757,Living Wage,$13.11,$26.54,$32.93,$42.62,$21.70,$25.40,$28.94,$31.29,$10.85,$14.62,$18.31,$21.40,North Dakota,Foster County
6758,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Foster County
6759,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Foster County
6760,Living Wage,$13.37,$27.80,$34.43,$43.99,$21.88,$26.43,$29.97,$31.70,$10.94,$15.25,$19.06,$22.09,North Dakota,Golden Valley County
6761,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Golden Valley County
6762,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Golden Valley County
6763,Living Wage,$12.84,$27.79,$34.62,$45.37,$21.86,$26.21,$29.75,$32.46,$10.93,$15.25,$19.15,$22.78,North Dakota,Grand Forks County
6764,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Grand Forks County
6765,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Grand Forks County
6766,Living Wage,$13.00,$26.85,$33.55,$43.81,$21.49,$25.40,$28.94,$31.29,$10.75,$14.78,$18.62,$22.00,North Dakota,Grant County
6767,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Grant County
6768,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Grant County
6769,Living Wage,$12.63,$27.09,$34.03,$44.53,$21.12,$25.40,$28.94,$31.29,$10.56,$14.89,$18.86,$22.36,North Dakota,Griggs County
6770,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Griggs County
6771,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Griggs County
6772,Living Wage,$12.77,$26.96,$33.59,$43.86,$21.26,$25.59,$29.13,$31.57,$10.63,$14.83,$18.64,$22.02,North Dakota,Hettinger County
6773,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Hettinger County
6774,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Hettinger County
6775,Living Wage,$13.11,$26.85,$33.55,$43.81,$21.70,$25.40,$28.94,$31.29,$10.85,$14.78,$18.62,$22.00,North Dakota,Kidder County
6776,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Kidder County
6777,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Kidder County
6778,Living Wage,$12.63,$26.73,$33.32,$42.24,$21.13,$25.40,$28.94,$30.33,$10.56,$14.72,$18.50,$21.21,North Dakota,LaMoure County
6779,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,LaMoure County
6780,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,LaMoure County
6781,Living Wage,$13.11,$26.54,$32.93,$42.10,$21.70,$25.40,$28.94,$30.77,$10.85,$14.62,$18.31,$21.14,North Dakota,Logan County
6782,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Logan County
6783,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Logan County
6784,Living Wage,$13.11,$26.60,$33.06,$42.57,$21.70,$25.40,$28.94,$31.04,$10.85,$14.65,$18.37,$21.38,North Dakota,McHenry County
6785,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,McHenry County
6786,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,McHenry County
6787,Living Wage,$13.11,$26.21,$32.28,$40.98,$21.70,$25.40,$28.94,$30.62,$10.85,$14.46,$17.98,$20.58,North Dakota,McIntosh County
6788,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,McIntosh County
6789,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,McIntosh County
6790,Living Wage,$14.26,$30.04,$37.75,$48.59,$22.78,$27.59,$31.13,$33.05,$11.39,$16.37,$20.71,$24.39,North Dakota,McKenzie County
6791,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,McKenzie County
6792,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,McKenzie County
6793,Living Wage,$12.85,$26.99,$33.84,$43.78,$21.35,$25.40,$28.94,$30.82,$10.68,$14.85,$18.76,$21.98,North Dakota,McLean County
6794,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,McLean County
6795,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,McLean County
6796,Living Wage,$13.06,$27.71,$34.93,$45.87,$21.55,$25.75,$29.28,$31.79,$10.78,$15.21,$19.31,$23.03,North Dakota,Mercer County
6797,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Mercer County
6798,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Mercer County
6799,Living Wage,$13.68,$28.31,$35.25,$45.98,$22.19,$26.63,$30.17,$32.75,$11.10,$15.50,$19.46,$23.08,North Dakota,Morton County
6800,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Morton County
6801,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Morton County
6802,Living Wage,$13.19,$27.56,$34.18,$43.61,$22.05,$26.19,$29.73,$31.34,$11.03,$15.13,$18.93,$21.90,North Dakota,Mountrail County
6803,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Mountrail County
6804,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Mountrail County
6805,Living Wage,$13.11,$26.54,$32.94,$42.63,$21.70,$25.40,$28.94,$31.29,$10.85,$14.62,$18.31,$21.40,North Dakota,Nelson County
6806,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Nelson County
6807,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Nelson County
6808,Living Wage,$13.65,$28.04,$34.74,$45.01,$22.16,$26.59,$30.13,$32.48,$11.08,$15.37,$19.21,$22.59,North Dakota,Oliver County
6809,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Oliver County
6810,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Oliver County
6811,Living Wage,$13.11,$26.66,$33.19,$42.88,$21.70,$25.40,$28.94,$31.17,$10.85,$14.68,$18.43,$21.66,North Dakota,Pembina County
6812,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Pembina County
6813,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Pembina County
6814,Living Wage,$12.63,$26.76,$33.39,$42.34,$21.12,$25.40,$28.94,$30.33,$10.56,$14.73,$18.54,$21.26,North Dakota,Pierce County
6815,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Pierce County
6816,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Pierce County
6817,Living Wage,$13.11,$26.85,$33.55,$43.81,$21.70,$25.40,$28.94,$31.29,$10.85,$14.78,$18.62,$22.00,North Dakota,Ramsey County
6818,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Ramsey County
6819,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Ramsey County
6820,Living Wage,$12.63,$26.85,$33.56,$43.26,$21.12,$25.40,$28.94,$30.73,$10.56,$14.78,$18.62,$21.72,North Dakota,Ransom County
6821,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Ransom County
6822,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Ransom County
6823,Living Wage,$12.63,$26.76,$33.39,$43.24,$21.12,$25.40,$28.94,$30.97,$10.56,$14.73,$18.54,$21.71,North Dakota,Renville County
6824,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Renville County
6825,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Renville County
6826,Living Wage,$12.63,$26.59,$33.04,$42.79,$21.12,$25.40,$28.94,$31.29,$10.56,$14.65,$18.36,$21.61,North Dakota,Richland County
6827,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Richland County
6828,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Richland County
6829,Living Wage,$13.11,$26.54,$32.94,$42.63,$21.70,$25.40,$28.94,$31.29,$10.85,$14.62,$18.31,$21.40,North Dakota,Rolette County
6830,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Rolette County
6831,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Rolette County
6832,Living Wage,$13.05,$26.68,$33.23,$43.32,$21.55,$25.40,$28.94,$31.29,$10.78,$14.69,$18.46,$21.75,North Dakota,Sargent County
6833,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Sargent County
6834,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Sargent County
6835,Living Wage,$12.77,$27.04,$33.75,$44.09,$21.26,$25.59,$29.13,$31.57,$10.63,$14.87,$18.71,$22.14,North Dakota,Sheridan County
6836,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Sheridan County
6837,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Sheridan County
6838,Living Wage,$12.63,$26.85,$33.55,$42.59,$21.12,$25.40,$28.94,$30.33,$10.56,$14.78,$18.62,$21.39,North Dakota,Sioux County
6839,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Sioux County
6840,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Sioux County
6841,Living Wage,$12.77,$26.96,$33.59,$43.86,$21.26,$25.59,$29.13,$31.57,$10.63,$14.83,$18.64,$22.02,North Dakota,Slope County
6842,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Slope County
6843,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Slope County
6844,Living Wage,$13.68,$29.01,$36.45,$47.51,$22.20,$26.82,$30.36,$32.75,$11.10,$15.85,$20.07,$23.84,North Dakota,Stark County
6845,Poverty Wage,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,North Dakota,Stark County
6846,Minimum Wage,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,North Dakota,Stark County
6847,Living Wage,$12.63,$26.68,$33.23,$43.32,$21.12,$25.40,$28.94,$31.29,$10.56,$14.69,$18.46,$21.75,North Dakota,Steele County
