County,State,FIPS,pov 1a0c,pov 1a1c,pov 1a2c,pov 1a3c,pov 2a1w0c,pov 2a1w1c,pov 2a1w2c,pov 2a1w3c,pov 2a2w0c,pov 2a2w1c,pov 2a2w2c,pov 2a2w3c,live 1a0c,live 1a1c,live 1a2c,live 1a3c,live 2a1w0c,live 2a1w1c,live 2a1w2c,live 2a1w3c,live 2a2w0c,live 2a2w1c,live 2a2w2c,live 2a2w3c,min 1a0c,min 1a1c,min 1a2c,min 1a3c,min 2a1w0c,min 2a1w1c,min 2a1w2c,min 2a1w3c,min 2a2w0c,min 2a2w1c,min 2a2w2c,min 2a2w3c
Hyde County,NC,37095,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.15 ,$32.04 ,$42.59 ,$55.76 ,$22.56 ,$26.94 ,$30.58 ,$32.24 ,$11.28 ,$17.42 ,$23.19 ,$27.97 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Iredell County,NC,37097,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.79 ,$29.70 ,$37.49 ,$48.53 ,$23.33 ,$27.36 ,$31.00 ,$33.28 ,$11.66 ,$16.25 ,$20.64 ,$24.35 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Jackson County,NC,37099,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.60 ,$27.36 ,$34.13 ,$43.96 ,$22.01 ,$26.04 ,$29.68 ,$31.78 ,$11.00 ,$15.08 ,$18.96 ,$22.07 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Johnston County,NC,37101,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$16.32 ,$31.40 ,$38.83 ,$49.69 ,$25.14 ,$29.42 ,$33.06 ,$35.52 ,$12.57 ,$17.10 ,$21.31 ,$24.93 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Jones County,NC,37103,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.16 ,$26.84 ,$33.25 ,$42.93 ,$21.59 ,$25.89 ,$29.53 ,$31.83 ,$10.79 ,$14.82 ,$18.52 ,$21.55 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Lee County,NC,37105,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.90 ,$27.84 ,$34.81 ,$44.46 ,$22.42 ,$26.32 ,$29.96 ,$31.69 ,$11.21 ,$15.32 ,$19.30 ,$22.32 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Lenoir County,NC,37107,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.04 ,$27.55 ,$34.32 ,$44.08 ,$21.73 ,$26.24 ,$29.88 ,$31.92 ,$10.86 ,$15.18 ,$19.05 ,$22.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Lincoln County,NC,37109,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.11 ,$29.48 ,$37.60 ,$48.88 ,$22.52 ,$26.81 ,$30.45 ,$32.65 ,$11.26 ,$16.14 ,$20.69 ,$24.53 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Macon County,NC,37113,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.62 ,$28.20 ,$35.42 ,$45.22 ,$22.04 ,$26.43 ,$30.07 ,$31.69 ,$11.02 ,$15.50 ,$19.60 ,$22.70 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Madison County,NC,37115,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$16.88 ,$31.34 ,$38.05 ,$49.21 ,$25.31 ,$30.08 ,$33.72 ,$37.21 ,$12.65 ,$17.07 ,$20.92 ,$24.69 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Martin County,NC,37117,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$26.95 ,$33.46 ,$42.77 ,$21.45 ,$25.89 ,$29.53 ,$31.36 ,$10.73 ,$14.87 ,$18.62 ,$21.47 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
McDowell County,NC,37111,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.50 ,$26.93 ,$33.43 ,$42.24 ,$21.91 ,$25.89 ,$29.53 ,$30.88 ,$10.95 ,$14.87 ,$18.61 ,$21.21 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Mecklenburg County,NC,37119,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.93 ,$31.81 ,$40.38 ,$52.66 ,$24.51 ,$28.70 ,$32.34 ,$35.10 ,$12.25 ,$17.31 ,$22.08 ,$26.42 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Mitchell County,NC,37121,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$26.53 ,$32.62 ,$41.08 ,$21.46 ,$25.89 ,$29.53 ,$30.93 ,$10.73 ,$14.66 ,$18.20 ,$20.63 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Montgomery County,NC,37123,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.22 ,$26.78 ,$33.13 ,$42.01 ,$21.63 ,$25.89 ,$29.53 ,$31.10 ,$10.81 ,$14.79 ,$18.46 ,$21.09 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Moore County,NC,37125,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.20 ,$28.99 ,$36.55 ,$46.98 ,$22.90 ,$26.87 ,$30.51 ,$32.41 ,$11.45 ,$15.89 ,$20.17 ,$23.58 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Nash County,NC,37127,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.49 ,$28.51 ,$35.99 ,$46.50 ,$21.91 ,$26.48 ,$30.12 ,$32.18 ,$10.95 ,$15.65 ,$19.89 ,$23.34 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
New Hanover County,NC,37129,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.26 ,$30.48 ,$38.40 ,$50.07 ,$23.37 ,$28.01 ,$31.65 ,$34.43 ,$11.69 ,$16.64 ,$21.10 ,$25.12 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Northampton County,NC,37131,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$27.80 ,$35.15 ,$45.56 ,$21.45 ,$25.89 ,$29.53 ,$31.61 ,$10.73 ,$15.30 ,$19.47 ,$22.87 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Onslow County,NC,37133,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.47 ,$29.95 ,$37.67 ,$49.44 ,$22.99 ,$27.68 ,$31.32 ,$34.41 ,$11.50 ,$16.37 ,$20.73 ,$24.81 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Orange County,NC,37135,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$16.02 ,$33.49 ,$43.56 ,$57.43 ,$24.51 ,$28.88 ,$32.52 ,$35.37 ,$12.25 ,$18.15 ,$23.67 ,$28.80 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pamlico County,NC,37137,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.64 ,$27.05 ,$33.05 ,$41.51 ,$22.10 ,$26.51 ,$30.15 ,$31.66 ,$11.05 ,$14.93 ,$18.42 ,$20.84 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pasquotank County,NC,37139,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.61 ,$27.87 ,$34.47 ,$44.71 ,$22.09 ,$26.73 ,$30.37 ,$33.04 ,$11.05 ,$15.34 ,$19.13 ,$22.44 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pender County,NC,37141,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.34 ,$28.36 ,$35.67 ,$46.11 ,$22.37 ,$26.50 ,$30.14 ,$32.31 ,$11.19 ,$15.58 ,$19.73 ,$23.14 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Perquimans County,NC,37143,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.13 ,$27.70 ,$33.90 ,$42.67 ,$22.55 ,$26.96 ,$30.60 ,$32.22 ,$11.27 ,$15.25 ,$18.84 ,$21.42 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Person County,NC,37145,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.33 ,$28.48 ,$36.14 ,$46.71 ,$21.74 ,$26.26 ,$29.90 ,$31.84 ,$10.87 ,$15.64 ,$19.97 ,$23.44 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Pitt County,NC,37147,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.84 ,$28.89 ,$36.60 ,$47.77 ,$22.25 ,$26.63 ,$30.27 ,$32.78 ,$11.13 ,$15.84 ,$20.19 ,$23.97 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Polk County,NC,37149,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.46 ,$27.71 ,$34.44 ,$43.63 ,$21.88 ,$26.43 ,$30.07 ,$31.56 ,$10.94 ,$15.25 ,$19.12 ,$21.90 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Randolph County,NC,37151,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.34 ,$28.51 ,$35.39 ,$45.38 ,$23.03 ,$27.09 ,$30.73 ,$32.88 ,$11.51 ,$15.66 ,$19.59 ,$22.78 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Richmond County,NC,37153,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.53 ,$26.94 ,$33.45 ,$42.61 ,$22.01 ,$25.89 ,$29.53 ,$31.21 ,$11.01 ,$14.87 ,$18.62 ,$21.39 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Robeson County,NC,37155,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.84 ,$27.33 ,$34.22 ,$43.43 ,$21.46 ,$25.89 ,$29.53 ,$30.89 ,$10.73 ,$15.06 ,$19.00 ,$21.80 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Rockingham County,NC,37157,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.08 ,$27.06 ,$33.64 ,$42.92 ,$21.49 ,$25.93 ,$29.57 ,$31.30 ,$10.74 ,$14.93 ,$18.71 ,$21.55 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Rowan County,NC,37159,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.10 ,$28.65 ,$35.63 ,$45.67 ,$22.69 ,$27.12 ,$30.76 ,$32.86 ,$11.34 ,$15.72 ,$19.71 ,$22.92 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Rutherford County,NC,37161,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$26.80 ,$33.16 ,$41.88 ,$21.45 ,$25.89 ,$29.53 ,$30.92 ,$10.73 ,$14.80 ,$18.47 ,$21.03 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Sampson County,NC,37163,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.07 ,$27.29 ,$34.13 ,$43.94 ,$21.47 ,$25.89 ,$29.53 ,$31.52 ,$10.74 ,$15.04 ,$18.96 ,$22.06 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Scotland County,NC,37165,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$27.11 ,$33.79 ,$42.78 ,$21.45 ,$25.89 ,$29.53 ,$30.88 ,$10.73 ,$14.96 ,$18.79 ,$21.48 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Stanly County,NC,37167,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.25 ,$27.43 ,$34.42 ,$44.28 ,$21.65 ,$25.89 ,$29.53 ,$31.43 ,$10.83 ,$15.11 ,$19.10 ,$22.23 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Stokes County,NC,37169,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.58 ,$27.87 ,$34.64 ,$44.46 ,$22.23 ,$26.55 ,$30.19 ,$32.26 ,$11.11 ,$15.34 ,$19.22 ,$22.31 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Surry County,NC,37171,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.08 ,$27.27 ,$34.11 ,$43.55 ,$21.49 ,$25.89 ,$29.53 ,$31.17 ,$10.74 ,$15.04 ,$18.95 ,$21.86 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Swain County,NC,37173,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.53 ,$26.48 ,$32.53 ,$40.96 ,$22.03 ,$25.89 ,$29.53 ,$30.94 ,$11.01 ,$14.64 ,$18.16 ,$20.57 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Transylvania County,NC,37175,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.48 ,$27.35 ,$34.18 ,$43.49 ,$21.89 ,$25.96 ,$29.60 ,$31.10 ,$10.95 ,$15.07 ,$18.99 ,$21.83 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Tyrrell County,NC,37177,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.31 ,$26.59 ,$32.69 ,$42.08 ,$21.72 ,$25.94 ,$29.58 ,$31.90 ,$10.86 ,$14.69 ,$18.24 ,$21.13 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Union County,NC,37179,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$15.93 ,$32.38 ,$41.51 ,$54.35 ,$24.51 ,$28.70 ,$32.34 ,$35.10 ,$12.25 ,$17.59 ,$22.65 ,$27.26 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Vance County,NC,37181,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$12.78 ,$27.71 ,$34.97 ,$45.36 ,$22.03 ,$25.89 ,$29.53 ,$31.68 ,$11.01 ,$15.25 ,$19.38 ,$22.77 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wake County,NC,37183,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$16.32 ,$33.90 ,$43.82 ,$57.17 ,$25.14 ,$29.42 ,$33.06 ,$35.52 ,$12.57 ,$18.35 ,$23.81 ,$28.67 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Warren County,NC,37185,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.22 ,$27.90 ,$35.37 ,$45.67 ,$21.63 ,$25.89 ,$29.53 ,$31.39 ,$10.82 ,$15.35 ,$19.58 ,$22.92 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Washington County,NC,37187,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$27.41 ,$34.38 ,$44.62 ,$21.45 ,$25.89 ,$29.53 ,$31.83 ,$10.73 ,$15.10 ,$19.09 ,$22.40 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Watauga County,NC,37189,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.66 ,$29.25 ,$36.68 ,$47.22 ,$22.66 ,$27.28 ,$30.92 ,$33.07 ,$11.33 ,$16.03 ,$20.23 ,$23.70 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wayne County,NC,37191,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.81 ,$28.68 ,$35.90 ,$45.70 ,$22.23 ,$26.90 ,$30.54 ,$32.15 ,$11.11 ,$15.74 ,$19.85 ,$22.94 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wilkes County,NC,37193,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.05 ,$27.93 ,$35.43 ,$46.11 ,$21.45 ,$25.89 ,$29.53 ,$31.75 ,$10.73 ,$15.37 ,$19.61 ,$23.14 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Wilson County,NC,37195,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$14.00 ,$28.14 ,$35.29 ,$45.24 ,$22.52 ,$26.44 ,$30.08 ,$31.92 ,$11.26 ,$15.47 ,$19.54 ,$22.71 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
Yadkin County,NC,37197,$6.13 ,$8.29 ,$10.44 ,$12.60 ,$8.29 ,$10.44 ,$12.60 ,$14.75 ,$4.14 ,$5.22 ,$6.30 ,$7.38 ,$13.58 ,$26.71 ,$32.33 ,$40.98 ,$22.23 ,$26.55 ,$30.19 ,$32.26 ,$11.11 ,$14.76 ,$18.06 ,$20.58 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 ,$7.25 
